CatchTime,CatchType,Accuracy,ResponseTime
4,4,0,0
6,3,0,0
10,1,1,0.0871219880064018
12,1,1,0.0850989719911013
14,2,1,0.0323966729920357
20,2,1,0.0662246290012263
22,3,0,0
28,4,0,0
30,4,0,0
36,3,0,0
38,2,1,0.0591846049937885
46,1,1,0.0736670019978192
50,2,1,0.0146682650083676
52,3,0,0
58,3,0,0
60,4,0,0
64,1,1,0.049979044997599
66,1,1,0.0836508149805013
76,2,1,0.109072332008509
82,3,0,0
92,2,1,0.0581407510035206
106,1,1,0.0938228300074115
114,4,0,0
116,2,1,0.0868165360006969
118,4,0,0
126,4,0,0
132,1,1,0.0236416440166067
140,4,0,0
144,3,0,0
150,3,0,0
152,4,0,0
156,1,1,0.0406113229983021
158,4,0,0
184,2,1,0.0705945990048349
186,1,1,0.0238350259896833
188,3,0,0
190,1,1,0.0493398269754834
194,3,0,0
196,2,1,0.0308439199870918
202,2,1,0.0753104350005742
