CatchTime,CatchType,Accuracy,ResponseTime
8,3,0,0
10,2,0,0
12,4,0,0
18,1,1,0.0937775420024991
20,4,0,0
26,2,0,0
34,4,0,0
38,1,1,0.00608069309964776
42,2,0,0
46,3,0,0
48,3,0,0
64,3,1,0.110081922961399
68,4,0,0
74,2,0,0
78,1,1,0.0493611551355571
84,2,0,0
98,2,0,0
100,2,0,0
110,3,0,0
118,1,1,0.0669607110321522
120,1,0,0
122,3,0,0
124,4,0,0
126,1,1,0.00640341104008257
130,1,1,0.0329495440237224
132,4,0,0
134,4,0,0
148,1,1,0.0473537449724972
154,1,1,0.0238247280940413
158,2,0,0
166,3,0,0
170,4,0,0
172,4,0,0
178,3,0,0
190,2,0,0
194,4,0,0
200,1,1,0.0408690208569169
202,3,0,0
206,2,0,0
208,3,0,0
