CatchTime,CatchType,Accuracy,ResponseTime
14,4,0,0
18,1,1,0.0438753617927432
24,1,1,0.0677704820409417
36,4,0,0
38,4,0,0
44,3,0,0
52,1,1,0.0677215564064682
58,2,1,0.0670201070606709
60,2,1,0.0490227737464011
62,2,1,0.0933867427520454
66,2,1,0.00612828601151705
74,4,0,0
76,4,0,0
78,3,0,0
88,2,1,0.102291266899556
90,2,1,0.014974775724113
92,2,1,0.0503856507129967
94,4,0,0
108,1,1,0.0591211798600852
110,2,1,0.0933445249684155
114,3,0,0
116,4,0,0
130,2,1,0.0753423203714192
134,3,0,0
138,3,0,0
140,1,1,0.0928429127670825
142,3,0,0
144,3,0,0
156,1,1,0.0326595180667937
160,1,1,0.0495030218735337
164,3,0,0
166,1,1,0.0921958307735622
172,3,0,0
174,4,0,0
182,1,1,0.0834572748281062
188,2,1,0.0238778069615364
190,4,0,0
192,1,1,0.00607034377753735
194,3,0,0
200,4,0,0
