CatchTime,CatchType,Accuracy,ResponseTime
2,3,0,0
4,3,0,0
6,4,0,0
12,2,1,0.0685562267899513
16,4,0,0
18,1,1,0.00609549600630999
22,2,1,0.100420739501715
24,4,0,0
26,3,0,0
30,4,0,0
42,1,1,0.00604342762380838
46,4,0,0
50,2,1,0.0150290401652455
58,2,1,0.0667597837746143
64,3,0,0
74,1,1,0.0324002029374242
76,3,0,0
78,1,1,0.0238234829157591
80,1,1,0.0922159105539322
84,3,0,0
86,4,0,0
96,1,1,0.0406951904296875
108,3,0,0
112,2,1,0.0666362456977367
116,2,1,0.00595888681709766
122,4,0,0
132,1,1,0.0491870045661926
134,4,0,0
136,1,1,0.00600120145827532
138,2,1,0.0407426441088319
148,2,1,0.00595220644026995
152,4,0,0
162,4,0,0
164,3,0,0
168,2,1,0.0927893733605742
172,1,1,0.0829831501469016
176,2,1,0.0497143492102623
178,1,1,0.00562194082885981
194,3,0,0
200,3,0,0
