CatchTime,CatchType,Accuracy,ResponseTime
6,1,1,0.0501728609669954
10,4,0,0
12,1,1,0.0313878280576319
14,4,0,0
18,4,0,0
26,1,1,0.0717428219504654
28,2,1,0.0671692909672856
38,3,1,0.0201203231699765
40,2,1,0.0701906818430871
42,3,0,0
64,4,0,0
66,1,1,0.0881717021111399
68,1,1,0.0956997340545058
70,1,1,0.0485534078907222
74,3,0,0
82,2,1,0.020091834012419
88,4,0,0
92,3,0,0
102,3,0,0
104,3,0,0
108,4,0,0
126,1,1,0.0745964839588851
130,3,0,0
134,2,1,0.0638864589855075
138,4,0,0
140,4,0,0
142,2,1,0.0142449950799346
148,2,1,0.0168967610225081
150,2,1,0.00376815884374082
156,3,0,0
162,2,1,0.0564586028922349
164,1,1,0.0116513380780816
168,3,0,0
180,4,0,0
182,2,1,0.0068119689822197
184,2,1,0.0588709809817374
192,3,0,0
194,1,1,0.0428902769926935
196,4,0,0
206,1,1,0.0168128141667694
