CatchTime,CatchType,Accuracy,ResponseTime
10,2,0,0
14,1,1,0.0175506540108472
22,3,0,0
34,3,0,0
38,1,1,0.0765278378967196
42,2,1,0.0326827260432765
44,3,0,0
46,4,0,0
50,1,0,0
52,4,0,0
58,3,0,0
64,2,1,0.01481772295665
66,4,0,0
74,1,1,0.0153934450354427
76,3,0,0
78,1,1,0.102857860038057
80,2,1,0.111746673006564
82,3,0,0
92,4,0,0
96,4,0,0
100,2,1,0.00610567396506667
102,2,1,0.0503881910117343
106,1,1,0.0507196600083262
112,2,1,0.0764219280099496
118,3,0,0
124,2,1,0.00611522502731532
128,1,1,0.0152022769907489
136,4,0,0
146,3,0,0
148,2,1,0.0850524560082704
154,4,0,0
158,3,0,0
162,2,1,0.0849603350507095
164,4,0,0
166,4,0,0
170,1,0,0
174,3,0,0
176,4,0,0
184,1,1,0.015298685990274
208,1,1,0.0327977880369872
