CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
10,2,1,0.105222806014353
16,4,0,0
18,3,0,0
26,3,0,0
32,4,0,0
40,1,1,0.0762685390072875
56,1,1,0.0414330300118309
62,3,0,0
66,3,0,0
68,3,0,0
80,2,1,0.0226335210027173
84,2,1,0.0226808310253546
90,2,1,0.110911161988042
92,2,0,0
100,4,0,0
104,1,1,0.0764156529912725
108,4,0,0
112,1,1,0.0415366699744482
114,1,1,0.0332490020082332
122,4,0,0
128,2,1,0.0440294540021569
132,2,1,0.100363758014282
134,2,1,0.0602111930202227
138,4,0,0
142,1,1,0.0813449540000875
148,3,0,0
158,1,1,0.00923362601315603
162,1,1,0.0649488219933119
164,2,1,0.113860954996198
172,2,1,0.0848453899961896
176,1,1,0.0228165249864105
186,3,0,0
188,3,0,0
192,4,0,0
194,4,0,0
200,4,0,0
202,3,0,0
204,1,1,0.0896868580020964
206,4,0,0
