CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
6,2,1,0.0528127709403634
22,3,0,0
24,3,0,0
28,3,0,0
30,3,0,0
34,2,0,0
44,1,1,0.0594463010784239
48,1,1,0.0937865299638361
52,3,0,0
56,1,0,0
60,2,1,0.0770190230105072
64,1,1,0.0238424618728459
68,2,1,0.0674113179557025
70,2,0,0
72,1,1,0.00609735888428986
78,1,1,0.0064013390801847
86,4,0,0
94,2,1,0.00605374504812062
100,3,0,0
104,4,0,0
110,4,0,0
112,2,1,0.0416645668447018
114,4,0,0
134,2,0,0
136,1,1,0.0242251169402152
142,3,0,0
144,1,0,0
148,4,0,0
150,1,1,0.0845903938170522
156,2,0,0
158,4,0,0
172,3,0,0
174,2,1,0.0147638979833573
178,3,0,0
184,1,1,0.0410632241982967
192,4,0,0
194,4,1,0.0239431760273874
196,4,0,0
200,4,0,0
