CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.0211662999354303
10,3,0,0
14,3,0,0
16,2,1,0.0671696000499651
20,1,1,0.0146914379438385
24,1,1,0.0238397479988635
28,3,0,0
30,4,0,0
34,2,1,0.0751031810650602
36,2,1,0.0751741750864312
38,4,0,0
42,4,0,0
46,1,1,0.0321861240081489
66,2,1,0.0750094179529697
68,4,0,0
74,3,0,0
94,4,0,0
96,3,0,0
98,2,1,0.0156002410221845
100,1,1,0.0914482830557972
106,1,1,0.0478344899602234
108,2,1,0.0477951678913087
114,4,0,0
122,3,0,0
124,2,1,0.0415488560684025
126,3,0,0
132,4,0,0
136,1,1,0.0664930979255587
144,1,1,0.102741379989311
154,2,1,0.0831295949174091
160,3,0,0
162,2,1,0.10076213197317
164,1,1,0.0233417929848656
170,3,0,0
172,3,0,0
176,4,0,0
180,4,0,0
192,2,1,0.0738439280539751
206,4,0,0
208,1,1,0.0411892919801176
