CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.048042044043541
6,2,1,0.0136996500659734
10,3,0,0
16,3,0,0
24,2,0,0
26,3,0,0
28,3,0,0
34,4,0,0
36,1,1,0.0853019600035623
50,1,0,0
52,1,1,0.0678078179480508
54,3,0,0
58,1,1,0.0675023579970002
62,3,0,0
70,3,0,0
76,2,0,0
82,1,1,0.00543071993160993
84,4,0,0
94,4,0,0
100,4,0,0
102,4,0,0
104,2,0,0
106,1,1,0.00618240097537637
114,1,1,0.111574769020081
116,2,1,0.0583531149895862
120,4,0,0
124,3,0,0
126,2,0,0
136,4,0,0
144,2,0,0
148,1,1,0.0389470279915258
160,1,1,0.0412256899289787
162,4,0,0
176,2,1,0.00613389303907752
180,4,0,0
182,2,1,0.111625608988106
188,3,0,0
196,3,0,0
198,4,0,0
200,2,1,0.0329138679662719
