CatchTime,CatchType,Accuracy,ResponseTime
10,4,0,0
12,3,0,0
14,2,1,0.042641042266041
16,1,1,0.0504152979701757
18,2,1,0.0924957287497818
20,2,1,0.039764363784343
28,1,1,0.0407358407974243
30,3,0,0
38,3,0,0
46,2,1,0.059415883384645
48,2,1,0.0985654541291296
60,4,0,0
72,4,0,0
74,4,0,0
78,3,0,0
82,1,1,0.0410059583373368
84,4,0,0
90,4,0,0
94,1,1,0.0152578698471189
98,1,1,0.101435385178775
102,4,0,0
104,1,1,0.00612487271428108
120,4,0,0
122,2,1,0.0495673781260848
134,2,1,0.0928210238926113
140,3,0,0
152,1,1,0.00596403516829014
154,4,0,0
158,3,0,0
160,1,1,0.101040551904589
162,1,1,0.0146388448774815
164,3,1,0.0754149239510298
168,2,1,0.10953063191846
174,1,1,0.0319523443467915
178,3,0,0
180,2,1,0.0144670703448355
184,3,0,0
200,3,0,0
202,2,1,0.0319336270913482
208,4,0,0
