CatchTime,CatchType,Accuracy,ResponseTime
8,4,1,0.035338682000031
10,2,1,0.0836708859999931
12,3,0,0
14,4,0,0
18,4,0,0
20,2,1,0.0780665089999957
38,4,0,0
40,2,1,0.0708068140000364
44,3,0,0
46,3,0,0
52,4,0,0
56,1,1,0.00145701299999246
62,1,0,0
64,1,1,0.0959016380000435
72,2,0,0
74,3,0,0
78,3,0,0
96,1,0,0
98,2,0,0
100,1,1,0.0851307259999885
104,2,1,0.0622423819999653
106,4,0,0
116,1,1,0.0422983690000365
122,1,1,0.00109266100002969
124,3,0,0
130,4,0,0
132,1,1,0.029718795000008
142,2,1,0.0598916069999973
150,2,1,0.106807689999982
158,4,0,0
166,4,0,0
172,3,0,0
176,1,1,0.0560592449999717
178,3,0,0
182,1,1,0.0657497920000196
190,4,0,0
196,2,1,0.110167434999994
198,3,0,0
204,2,1,0.0310740279999777
206,3,0,0
