CatchTime,CatchType,Accuracy,ResponseTime
12,4,1,0.0944526919629425
16,4,0,0
18,2,1,0.090864981058985
20,1,1,0.107725530979224
26,2,1,0.00612372497562319
30,2,1,0.0322818189160898
36,3,0,0
38,3,0,0
42,4,0,0
44,1,1,0.0323961450485513
50,1,1,0.0408281330019236
52,3,0,0
54,1,1,0.0320236220723018
60,1,1,0.0405609849840403
84,1,1,0.0992765229893848
90,2,1,0.0237216599052772
98,3,0,0
102,3,0,0
124,3,0,0
128,2,1,0.0152932669734582
134,3,0,0
136,4,0,0
144,4,0,0
146,2,1,0.0487408830085769
148,4,0,0
152,2,1,0.0151790949748829
158,3,0,0
160,2,1,0.092936621978879
166,4,0,0
172,4,0,0
174,1,1,0.0380926299840212
176,3,0,0
180,1,1,0.00423801701981574
184,2,1,0.0321537280688062
186,1,1,0.0320435781031847
196,2,1,0.0849631630117074
200,3,0,0
202,4,1,0.0848721680231392
204,1,1,0.066682017990388
208,4,0,0
