CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.107556649018079
4,3,0,0
6,3,0,0
12,4,0,0
22,3,0,0
30,2,1,0.0584001429378986
32,1,1,0.117680937051773
34,2,1,0.0148846027441323
46,3,0,0
48,1,1,0.0240333070978522
50,2,1,0.0235135671682656
56,4,0,0
60,1,1,0.101417912170291
62,4,0,0
64,3,0,0
74,1,1,0.00637704133987427
76,3,0,0
78,4,0,0
94,1,1,0.0405234782956541
102,4,0,0
106,2,0,0
114,2,1,0.0239558829925954
116,3,0,0
120,4,0,0
126,4,0,0
142,2,1,0.0585260898806155
154,2,1,0.040856811683625
160,3,0,0
164,2,1,0.0669889668934047
172,4,0,0
178,2,1,0.0577028221450746
180,3,0,0
182,1,1,0.0842145350761712
184,3,0,0
188,4,0,0
194,4,0,0
198,1,1,0.00592894805595279
202,2,1,0.100777625106275
206,1,1,0.099908946081996
208,1,1,0.083945897873491
