CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
4,4,0,0
10,4,0,0
12,3,0,0
16,4,0,0
18,1,1,0.0429040831513703
26,2,0,0
42,3,0,0
46,4,0,0
56,4,0,0
60,1,1,0.0151861691847444
66,2,1,0.0323794269934297
68,1,1,0.0841202819719911
74,1,1,0.0563674112781882
76,3,0,0
78,1,1,0.0500374580733478
82,3,0,0
90,3,0,0
98,1,1,0.109304260928184
102,1,1,0.0236643101088703
112,3,0,0
126,2,1,0.00613035075366497
130,4,0,0
134,2,1,0.058153617195785
140,2,1,0.0580222611315548
156,4,0,0
158,3,0,0
160,2,1,0.083700351882726
162,1,1,0.0303423581644893
166,4,0,0
174,2,1,0.0827665780670941
180,2,1,0.00528054591268301
186,2,1,0.0667323442175984
190,1,1,0.0154112898744643
192,3,0,0
198,2,1,0.0417864038608968
200,3,0,0
204,1,1,0.0730638592503965
206,3,0,0
208,4,0,0
