CatchTime,CatchType,Accuracy,ResponseTime
6,1,1,0.049600763944909
8,4,1,0.0748308210168034
10,4,0,0
14,4,0,0
20,1,1,0.00413728994317353
24,1,1,0.0837968799751252
26,2,1,0.0661302579101175
36,4,0,0
40,1,1,0.0940256961621344
42,3,0,0
46,4,0,0
50,2,1,0.0658338388893753
56,2,1,0.0139180039986968
58,2,1,0.00485463114455342
66,3,1,0.0043347179889679
68,2,1,0.0503765249159187
88,3,0,0
100,4,0,0
102,2,1,0.0240182881243527
108,4,0,0
112,4,0,0
126,4,0,0
128,3,0,0
130,1,1,0.0689689989667386
132,3,0,0
144,2,1,0.0862388999667019
150,3,0,0
152,3,0,0
154,1,1,0.0411412210669369
156,1,1,0.0659218081273139
168,2,1,0.0574659630656242
174,2,1,0.0656900671310723
180,3,0,0
186,3,0,0
188,1,1,0.00393877481110394
192,4,0,0
196,3,0,0
198,1,1,0.0501553372014314
202,2,1,0.00389939616434276
208,1,1,0.0949630718678236
