CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
4,3,0,0
8,3,0,0
16,2,1,0.0710360100492835
18,1,1,0.076888972427696
22,1,1,0.0320174680091441
28,4,0,0
34,4,0,0
40,1,1,0.0585479810833931
46,2,1,0.00600118516013026
50,4,0,0
52,2,1,0.00390751101076603
58,2,1,0.0589886670932174
62,1,1,0.102268499787897
68,2,1,0.100691912695765
72,1,1,0.0593993440270424
74,3,0,0
76,3,0,0
86,2,1,0.0681062308140099
98,3,0,0
100,3,0,0
106,2,1,0.0233038938604295
112,1,1,0.10024866880849
118,1,1,0.0676046661101282
120,4,0,0
128,4,0,0
138,2,1,0.0590784638188779
146,3,0,0
154,3,0,0
156,4,0,0
164,2,1,0.0150612802244723
172,4,0,0
176,4,0,0
180,3,0,0
182,1,1,0.0408947202377021
188,3,0,0
190,2,1,0.032858578953892
194,1,1,0.0946889212355018
200,4,0,0
204,1,1,0.0409882487729192
