CatchTime,CatchType,Accuracy,ResponseTime
4,3,0,0
16,1,1,0.102777549996972
20,4,0,0
28,2,1,0.00609057862311602
30,4,0,0
34,4,0,0
44,3,0,0
48,2,1,0.0235890112817287
52,4,0,0
58,2,1,0.0500132367014885
60,1,1,0.0929798576980829
66,4,0,0
72,1,1,0.0595109527930617
74,1,1,0.0412760246545076
78,2,1,0.0849198000505567
82,4,0,0
88,4,0,0
94,2,1,0.0498873675242066
102,4,0,0
108,1,1,0.0154813313856721
116,1,1,0.0321016749367118
118,3,0,0
124,1,1,0.0147047638893127
128,3,0,0
130,1,1,0.100032858550549
138,4,0,0
140,3,0,0
142,2,1,0.0919534545391798
146,4,0,0
156,2,1,0.00411317124962807
160,2,1,0.0832987958565354
162,2,1,0.101039536297321
166,3,0,0
176,2,1,0.0152150169014931
180,3,0,0
188,1,1,0.100129312835634
190,3,0,0
196,3,0,0
198,3,0,0
200,1,1,0.00595811940729618
