CatchTime,CatchType,Accuracy,ResponseTime
2,2,1,0.107219506055117
12,1,1,0.00394937605597079
16,3,0,0
20,1,1,0.0923517749179155
22,3,0,0
30,3,0,0
34,1,1,0.00390918808989227
38,1,1,0.0919660178478807
42,4,0,0
46,1,1,0.0940067837946117
52,2,1,0.0482783659826964
56,2,1,0.0573461011517793
62,1,1,0.0306015920359641
64,3,0,0
68,1,1,0.014849724015221
74,1,1,0.0928813330829144
82,2,1,0.0413266709074378
90,3,0,0
94,2,1,0.0393440700136125
98,3,0,0
100,2,1,0.0749355969019234
102,2,1,0.0849913279525936
108,4,0,0
112,4,0,0
118,2,1,0.0585853140801191
122,4,0,0
138,4,0,0
148,3,0,0
150,1,1,0.0577228870242834
158,4,0,0
164,3,0,0
174,3,0,0
176,4,0,0
184,2,1,0.0749963000416756
186,3,0,0
190,4,0,0
194,1,1,0.00601251889020205
196,4,0,0
202,2,1,0.0839998880401254
206,4,0,0
