CatchTime,CatchType,Accuracy,ResponseTime
4,4,0,0
16,4,0,0
18,2,1,0.103347050026059
20,4,1,0.02390413696412
28,4,0,0
30,1,1,0.0658015479566529
32,2,0,0
34,2,1,0.0148552920436487
36,1,1,0.0409049290465191
38,3,0,0
42,1,1,0.0669438430340961
68,1,1,0.0585824979934841
72,3,0,0
82,4,0,0
88,4,1,0.0060923199634999
94,2,1,0.0889360790606588
100,1,1,0.0929442130727693
114,3,0,0
116,2,1,0.00397653901018202
118,4,0,0
124,3,0,0
130,4,0,0
132,1,1,0.00624277605675161
134,2,1,0.0150566280353814
136,2,0,0
138,1,1,0.100942775025032
146,2,1,0.00602537905797362
148,3,0,0
154,1,1,0.0236377669498324
156,2,1,0.0240025969687849
158,2,0,0
160,1,1,0.0941327200271189
164,3,0,0
168,3,0,0
172,4,1,0.0583505550166592
180,4,0,0
202,3,0,0
204,3,0,0
206,1,1,0.0506148679414764
208,3,0,0
