CatchTime,CatchType,Accuracy,ResponseTime
2,1,1,0.0479876509925816
4,3,0,0
14,3,0,0
16,3,0,0
20,4,0,0
22,4,0,0
26,4,0,0
28,3,0,0
36,3,0,0
38,2,1,0.00608579399704468
40,2,1,0.0151883030048339
46,1,1,0.0496223169902805
50,4,0,0
52,4,0,0
56,1,1,0.00606750600854866
60,1,1,0.082916497005499
62,2,1,0.0583864839863963
66,1,1,0.0240472729929024
72,3,0,0
76,3,0,0
78,4,0,0
84,2,1,0.0146645950007951
88,3,0,0
90,2,1,0.100146883996786
104,4,0,0
110,2,1,0.101260166993598
114,2,1,0.0234752840042347
124,1,1,0.107110370008741
134,1,1,0.100620014010929
144,1,1,0.057158145995345
148,4,0,0
156,2,1,0.0924663639889332
162,2,1,0.0668633440072881
164,1,1,0.00398526299977675
166,3,0,0
174,2,1,0.041035539994482
188,4,0,0
192,4,0,0
198,1,1,0.100033506008913
204,3,0,0
