CatchTime,CatchType,Accuracy,ResponseTime
4,4,0,0
6,4,0,0
8,4,0,0
12,4,0,0
16,1,1,0.0174699490889907
26,2,1,0.110929314047098
28,2,1,0.0841111051850021
38,4,0,0
42,2,1,0.023394881747663
44,3,1,0.0757189141586423
46,4,0,0
48,2,1,0.0763493389822543
50,4,0,0
58,1,1,0.0235927109606564
62,1,1,0.0321572497487068
64,1,1,0.0580254942178726
68,4,0,0
74,1,1,0.00641965586692095
76,2,1,0.0151635450311005
78,2,1,0.0495468759909272
84,3,0,0
92,4,0,0
104,2,1,0.0321047166362405
122,3,0,0
126,2,1,0.00596206588670611
130,3,0,0
134,3,0,0
136,3,0,0
138,2,1,0.102234795223922
146,4,0,0
148,1,1,0.0940119889564812
150,2,1,0.0830213422887027
158,1,1,0.0847916230559349
174,3,0,0
182,1,1,0.00601703068241477
190,3,0,0
192,3,0,0
194,1,1,0.108906217850745
202,3,0,0
206,1,1,0.0747536951676011
