CatchTime,CatchType,Accuracy,ResponseTime
4,1,1,0.0497152970638126
16,2,1,0.101004531141371
22,1,1,0.0235566790215671
30,1,1,0.0321275228634477
38,3,0,0
42,1,1,0.031953196041286
48,1,1,0.0056862139608711
50,3,0,0
52,4,0,0
62,4,0,0
64,1,1,0.0061916708946228
68,4,0,0
72,3,0,0
74,4,0,0
76,4,0,0
80,4,1,0.00607151491567492
84,2,1,0.0238147489726543
98,4,0,0
104,2,1,0.00608808384276927
108,1,1,0.00607932987622917
112,2,1,0.0323532461188734
114,1,1,0.0933257129509002
118,4,0,0
122,3,0,0
128,3,0,0
136,3,0,0
144,3,0,0
148,3,0,0
150,2,1,0.0323556659277529
154,1,1,0.0148353651165962
164,2,1,0.0396949308924377
168,3,0,0
174,2,1,0.0486774300225079
176,2,0,0
182,2,1,0.00601920182816684
186,4,0,0
188,1,1,0.0749257809948176
204,4,0,0
206,3,0,0
208,2,1,0.0237009709235281
