CatchTime,CatchType,Accuracy,ResponseTime
2,4,0,0
8,1,0,0
10,3,0,0
16,1,0,0
20,2,1,0.00852650101296604
22,3,0,0
24,1,0,0
28,3,0,0
44,2,1,0.0664345240220428
48,1,0,0
52,3,0,0
62,2,1,0.00604271003976464
66,4,0,0
70,3,0,0
72,1,0,0
76,2,0,0
88,2,1,0.049222519970499
96,3,0,0
98,4,0,0
102,2,1,0.0492296259617433
108,1,0,0
110,4,0,0
114,2,1,0.100056936964393
116,3,0,0
118,1,0,0
134,3,0,0
138,4,1,0.040492954896763
140,3,1,0.00608935300260782
142,4,0,0
152,1,0,0
154,4,0,0
156,4,0,0
158,4,0,0
170,4,0,0
174,2,1,0.0914904290111735
180,1,0,0
190,2,1,0.100490779033862
192,3,0,0
200,1,0,0
206,2,1,0.00599634798709303
