CatchTime,CatchType,Accuracy,ResponseTime
2,2,1,0.00836781715042889
8,4,0,0
14,3,0,0
16,1,1,0.0323670799843967
18,3,0,0
26,2,1,0.00609720498323441
34,1,1,0.00607569213025272
44,1,1,0.0496419779956341
46,2,1,0.0841363070067018
48,2,1,0.074542161077261
50,2,1,0.00427449611015618
52,1,1,0.0664509269408882
54,1,1,0.0925257869530469
64,3,0,0
66,1,1,0.0579750128090382
68,3,0,0
76,4,0,0
86,1,1,0.0910889620427042
88,4,0,0
98,2,1,0.0235623680055141
102,4,0,0
116,2,1,0.0477883880957961
120,3,0,0
122,4,0,0
124,4,0,0
128,2,1,0.092186433961615
134,2,1,0.0145114408805966
146,1,1,0.0917817479930818
152,4,0,0
154,4,0,0
162,3,0,0
164,4,0,0
176,2,1,0.0323095740750432
178,1,1,0.0755757989827543
182,3,0,0
186,3,0,0
188,4,0,0
190,1,1,0.0996559420600533
194,3,0,0
198,3,0,0
