CatchTime,CatchType,Accuracy,ResponseTime
8,1,1,0.115226621000147
12,3,0,0
22,4,0,0
32,2,1,0.023663033000048
38,3,0,0
40,4,0,0
44,2,1,0.0412156709999181
46,1,1,0.0060655280001356
48,4,0,0
52,2,1,0.0135168560000238
54,3,0,0
56,3,0,0
70,3,0,0
78,4,0,0
82,1,1,0.0922439890000533
86,4,0,0
96,1,1,0.0672849620000306
100,3,0,0
106,1,1,0.0915741399999206
108,2,0,0
112,2,1,0.0832376050000221
122,2,1,0.0926667339999767
124,2,1,0.0237856799999463
126,4,0,0
140,1,1,0.00384609599996111
142,4,0,0
144,3,0,0
154,4,0,0
156,1,1,0.00603393500000493
160,4,0,0
164,2,1,0.0151308219999464
170,2,1,0.100441701999898
176,1,1,0.0322412549999171
178,1,1,0.03233426099996
180,2,1,0.0849159550000422
184,3,0,0
196,3,0,0
202,1,1,0.00602431900006195
206,3,0,0
208,4,0,0
