CatchTime,CatchType,Accuracy,ResponseTime
12,2,1,0.0074723680736497
14,2,1,0.0472910390235484
18,1,1,0.040812932071276
26,3,0,0
32,1,1,0.00517421192489564
46,1,1,0.049424552009441
50,3,0,0
58,2,1,0.00609630101826042
82,4,0,0
84,2,1,0.0673298389883712
88,3,0,0
94,1,1,0.00609878799878061
96,3,0,0
98,4,0,0
100,3,0,0
110,4,0,0
114,4,0,0
118,4,0,0
122,4,0,0
126,1,1,0.0154433109564707
136,3,0,0
140,4,0,0
142,4,0,0
144,2,1,0.023219806025736
148,4,0,0
158,1,1,0.050350425997749
160,2,1,0.00602756498847157
162,1,1,0.0151209610048681
168,2,1,0.00601578503847122
174,4,0,0
178,2,1,0.0673873749328777
182,2,1,0.093648100970313
184,2,1,0.11070302396547
186,1,1,0.00604066997766495
188,3,0,0
192,3,0,0
194,3,0,0
196,1,1,0.00596895895432681
204,3,0,0
208,1,1,0.00605250999797136
