CatchTime,CatchType,Accuracy,ResponseTime
6,1,1,0.0209946618415415
10,4,0,0
14,1,1,0.00504248170182109
16,2,1,0.0838234559632838
22,2,1,0.0150426882319152
30,3,0,0
38,4,0,0
40,3,0,0
44,2,1,0.00610122364014387
46,1,1,0.102044247090816
66,2,1,0.00609070900827646
72,3,0,0
74,3,0,0
76,4,0,0
82,3,0,0
84,4,0,0
86,1,1,0.0583151229657233
98,1,1,0.00620836298912764
106,3,0,0
116,4,0,0
118,4,0,0
120,2,1,0.0238861609250307
126,2,1,0.0936738499440253
130,4,0,0
132,2,1,0.00605142908170819
134,4,0,0
136,1,1,0.0588235626928508
138,3,0,0
146,3,0,0
148,1,1,0.0928100370801985
154,2,1,0.0752507988363504
156,3,0,0
158,1,1,0.0739460089243948
168,2,1,0.0148101928643882
172,4,0,0
174,1,0,0
176,2,1,0.101732439361513
190,3,0,0
196,4,0,0
204,1,1,0.117027031257749
