CatchTime,CatchType,Accuracy,ResponseTime
2,3,0,0
6,2,1,0.0171343040001375
22,4,0,0
30,2,1,0.103230152999458
38,1,1,0.0236563939997723
44,1,1,0.0846859909997875
46,3,0,0
52,4,0,0
54,2,0,0
60,3,0,0
64,2,1,0.0588592289986991
66,1,1,0.0323563540005125
70,2,0,0
72,1,1,0.0669106579989602
74,3,0,0
78,4,0,0
80,4,0,0
84,2,1,0.023758789000567
88,2,1,0.0733856429997104
94,4,0,0
98,1,1,0.0500009520001186
110,4,0,0
118,1,0,0
124,2,1,0.100340566999876
128,3,0,0
130,3,0,0
132,4,0,0
134,1,1,0.0392379429995344
148,3,0,0
154,1,1,0.00603101500018965
158,1,1,0.0583756150008412
162,1,1,0.100555892999182
166,3,0,0
170,3,0,0
180,3,0,0
184,4,0,0
188,4,0,0
190,4,0,0
196,2,1,0.0310438779997639
200,2,1,0.0910793630009721
