CatchTime,CatchType,Accuracy,ResponseTime
2,3,0,0
10,4,0,0
12,3,0,0
16,1,1,0.0165650120470673
22,1,1,0.0145168489543721
34,1,1,0.0173366819508374
42,1,1,0.0755750429816544
44,2,1,0.0922223869711161
48,4,0,0
50,4,0,0
56,4,0,0
60,4,0,0
62,3,0,0
66,2,1,0.0737859619548544
70,1,1,0.0306411980418488
72,2,1,0.0676491860067472
74,4,0,0
78,2,1,0.0278901930432767
80,2,1,0.00102129695005715
84,4,0,0
88,1,1,0.0467317160218954
90,1,1,0.0863750519929454
94,4,0,0
110,1,1,0.0781283969990909
116,4,0,0
124,3,0,0
130,1,1,0.0543410839745775
132,2,1,0.0439815840218216
138,3,0,0
140,3,0,0
144,2,1,0.00103911908809096
146,3,0,0
154,2,1,0.104846609989181
172,3,0,0
174,2,1,0.102327023050748
178,3,0,0
184,4,0,0
186,2,1,0.10775795194786
204,3,0,0
206,1,1,0.112406649976037
