PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,45,1,1,1,1,0.99,1,1.55616610900324,0
2,46,1,2,1,2,0.99,1,1.61445335500321,0
3,50,1,2,1,2,1.2,2,1.47349982000014,1
4,38,1,2,1,2,1.1,2,1.35389225600375,1
5,64,1,3,1,2,1.5,2,1.33277021300455,1
6,3,1,1,1,1,1.2,2,1.47565279500122,1
7,17,1,1,1,1,1.1,1,1.36929215100099,0
8,10,1,2,1,2,1.025,1,1.39132173700636,0
9,78,1,4,1,2,0.5,1,1.30986508500064,0
10,25,1,1,1,1,1.15,1,1.38842366500467,0
11,77,1,4,1,1,0.5,1,1.31834077399981,0
12,61,1,3,1,1,1.5,2,1.38595345599606,1
13,15,1,1,1,1,1.175,1,1.35739211700275,0
14,55,1,1,1,1,1.25,2,1.28852627600281,1
15,79,1,4,1,1,0.5,1,1.30569546199695,0
16,43,1,1,1,1,1.2,2,1.5076054539968,1
17,56,1,2,1,2,1.05,1,1.28006969900161,0
18,75,1,4,1,1,0.5,1,1.28529305499978,0
19,16,1,2,1,2,1.075,2,1.30803551199642,1
20,11,1,1,1,1,1.175,1,1.59304836200317,0
21,69,1,3,1,1,1.5,2,1.37973912800226,1
22,6,1,2,1,2,1.05,1,1.30062321600417,0
23,74,1,4,1,2,0.5,1,1.33191143700242,0
24,72,1,4,1,2,0.5,1,1.00718006800162,0
25,27,1,1,1,1,1.2,2,1.56794469700253,1
26,60,1,2,1,2,1.075,1,1.32735374000185,0
27,20,1,2,1,2,1.1,1,1.65250348699919,0
28,34,1,2,1,2,1.175,2,1.52428071900067,1
29,28,1,2,1,2,1.15,1,1.52114975300356,0
30,2,1,2,1,2,1.35,2,1.3026889190005,1
31,30,1,2,1,2,1.3,2,1.2921672070006,1
32,33,1,1,1,1,1.175,2,1.12144783500116,1
33,68,1,3,1,2,1.5,2,1.62925697900209,1
34,76,1,4,1,2,0.5,1,1.28701473600086,0
35,44,1,2,1,2,1.15,2,1.49351572400337,1
36,71,1,4,1,1,0.5,1,1.4060246730005,0
37,22,1,2,1,2,0.9,1,1.30671908000659,0
38,47,1,1,1,1,1.15,1,1.28002455399837,0
39,66,1,3,1,2,1.5,2,1.27039466000133,1
40,52,1,2,1,2,0.925,1,1.29340254900308,0
41,59,1,1,1,1,1.175,2,1.34596245399734,1
42,49,1,1,1,1,1.15,1,1.37370315199951,0
43,18,1,2,1,2,1.25,2,1.31186076800077,1
44,65,1,3,1,1,1.5,2,1.19855245900544,1
45,80,1,4,1,2,0.5,1,1.36830992899922,0
46,48,1,2,1,2,1.125,2,1.58953266799654,1
47,51,1,1,1,1,1.15,1,1.48049179399823,0
48,42,1,2,1,2,1.1,1,1.33672367200052,0
49,70,1,3,1,2,1.5,2,1.34146294699894,1
50,21,1,1,1,1,1.2,1,1.27260996000405,0
51,31,1,1,1,1,1.25,2,1.04741519100207,1
52,57,1,1,1,1,1.25,2,1.23315445199842,1
53,19,1,1,1,1,1.2,1,1.3023369260045,0
54,9,1,1,1,1,1.05,1,1.26808156599873,0
55,23,1,1,1,1,1.3,2,1.38077199400141,1
56,32,1,2,1,2,1.2,1,1.68593943800079,0
57,7,1,1,1,1,1.25,2,1.46293097499438,1
58,24,1,2,1,2,1.35,2,1.40922067400243,1
59,62,1,3,1,2,1.5,2,1.01255842599494,1
60,73,1,4,1,1,0.5,1,1.01142806300049,0
61,35,1,1,1,1,1.125,1,1.24564352499874,0
62,29,1,1,1,1,1.2,1,1.42953230000421,0
63,41,1,1,1,1,1.25,1,1.58212763800111,0
64,12,1,2,1,2,0.9,1,1.31959506699786,0
65,40,1,2,1,2,1.3,2,1.32424479699694,1
66,54,1,2,1,2,1.25,2,1.34545287899527,1
