PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,80,2,4,1,2,0.5,1,1.442799628996,0
2,75,2,4,1,1,0.5,1,1.32319918300345,0
3,45,2,1,1,1,0.99,1,1.56110363300104,0
4,48,2,2,1,2,0.99,1,1.05350529199495,0
5,25,2,1,1,1,1.2,2,1.52555215499888,1
6,28,2,2,1,2,1.2,2,1.01176448499609,1
7,58,2,2,1,2,1.1,2,1.01350568499765,1
8,67,2,3,1,1,1.5,2,1.01362910500029,1
9,35,2,1,1,1,1.1,1,1.00903571399976,0
10,15,2,1,1,1,1.15,2,1.00922084200283,1
11,64,2,3,1,2,1.5,2,3.14514577799855,1
12,70,2,3,1,2,1.5,2,1.63609294399794,1
13,29,2,1,1,1,1.125,2,1.02024120099668,1
14,14,2,2,1,2,1.025,2,1.04650364699773,1
15,11,2,1,1,1,1.1,1,1.07551500100089,0
16,78,2,4,1,2,0.5,1,1.01382205499976,0
17,30,2,2,1,2,0.975,2,1.07544907600095,1
18,36,2,2,1,2,0.8,1,1.04261706800025,0
19,79,2,4,1,1,0.5,1,1.06675520999852,0
20,37,2,1,1,1,1.1,2,1.01803673600079,1
21,69,2,3,1,1,1.5,2,1.0082855369983,1
22,63,2,3,1,1,1.5,2,1.00708483599738,1
23,21,2,1,1,1,1.025,1,1.02090609199513,0
24,2,2,2,1,2,0.9,1,1.02090889900137,0
25,73,2,4,1,1,0.5,1,1.07855600200128,0
26,4,2,2,1,2,0.95,1,1.01886212299723,0
27,55,2,1,1,1,1.075,2,1.00701629600371,1
28,31,2,1,1,1,0.875,1,1.016058565001,0
29,34,2,2,1,2,0.99,1,1.01000234100502,0
30,47,2,1,1,1,0.9,1,1.01399287700042,0
31,46,2,2,1,2,1.01,1,1.01253346200247,0
32,8,2,2,1,2,1.05,1,1.01150723899627,0
33,33,2,1,1,1,0.925,1,1.0101049310033,0
34,19,2,1,1,1,1.075,2,1.00906269499683,1
35,59,2,1,1,1,1.05,2,1.10380747699674,1
36,62,2,3,1,2,1.5,2,1.020544195002,1
37,44,2,2,1,2,1.25,2,1.02009003399871,1
38,16,2,2,1,2,1.15,2,1.02006281099602,1
39,5,2,1,1,1,0.9,2,1.16157119900163,1
40,49,2,1,1,1,0.65,1,1.00680926700443,0
41,40,2,2,1,2,1.05,1,1.01535075600259,0
42,26,2,2,1,2,1.075,1,1.00930485300341,0
43,54,2,2,1,2,1.1,1,1.15009030600049,0
44,13,2,1,1,1,0.7,1,1.0110638430051,0
45,56,2,2,1,2,1.3,2,1.01024081500509,1
46,41,2,1,1,1,1.35,2,1.00904805099708,1
47,20,2,2,1,2,1.25,2,1.04554434999591,1
48,18,2,2,1,2,1.125,2,1.03656819999742,1
49,23,2,1,1,1,0.75,1,1.10951810100232,0
50,12,2,2,1,2,1.075,1,1.06587944799685,0
51,27,2,1,1,1,1.3,2,1.0197158039955,1
52,24,2,2,1,2,1.1,2,1.10773164499551,1
53,42,2,2,1,2,1.075,2,1.00803815000108,1
54,6,2,2,1,2,0.875,1,1.01542309200158,0
55,22,2,2,1,2,1.25,2,1.01009973400505,1
56,66,2,3,1,2,1.5,2,1.08911371499562,1
57,32,2,2,1,2,0.95,2,1.01244928600499,1
58,1,2,1,1,1,0.875,1,1.0103733979995,0
59,10,2,2,1,2,0.8,1,1.00906748099806,0
60,53,2,1,1,1,1.01,1,1.00801703199977,0
61,61,2,3,1,1,1.5,2,1.02056717399682,1
62,65,2,3,1,1,1.5,2,1.09446886499791,1
63,71,2,4,1,1,0.5,1,1.02036299899919,0
64,7,2,1,1,1,1.05,2,1.69479813700309,1
65,57,2,1,1,1,1.05,1,1.92571506099921,0
66,39,2,1,1,1,1.25,2,1.00910919500166,1
67,50,2,2,1,2,0.8,1,1.0135404390021,0
68,3,2,1,1,1,0.925,1,1.90340629099956,0
69,76,2,4,1,2,0.5,1,1.14228098600142,0
70,17,2,1,1,1,1.175,1,1.00910650099831,0
71,68,2,3,1,2,1.5,2,1.00899421799841,1
72,72,2,4,1,2,0.5,1,1.00675540299562,0
73,74,2,4,1,2,0.5,1,1.02007218400104,0
74,43,2,1,1,1,1.35,2,1.02103794799768,1
75,77,2,4,1,1,0.5,1,1.01994323999679,0
76,60,2,2,1,2,1.3,2,1.08890173499822,1
77,38,2,2,1,2,0.875,1,1.11949255099898,0
78,9,2,1,1,1,1.3,2,1.00791389699589,1
79,51,2,1,1,1,1.25,2,1.01421706999827,1
80,52,2,2,1,2,1.2,2,1.0102069620043,1
81,119,1,1,2,1,0.99,1,1.62692686200171,0
82,121,1,1,2,1,1.2,2,1.57206957900053,1
83,117,1,1,2,1,1.1,1,1.07213947799755,0
84,88,1,2,2,2,0.99,1,1.66471609399741,0
85,83,1,1,2,1,1.15,1,1.06493719699938,0
86,105,1,1,2,1,1.175,2,1.1188218150055,1
87,154,1,4,2,2,0.5,1,1.1169563279982,0
88,85,1,1,2,1,1.15,1,1.05606592500408,0
89,107,1,1,2,1,1.175,2,1.02077963000193,1
90,134,1,2,2,2,1.2,2,1.10460933700233,1
91,106,1,2,2,2,1.1,2,1.02329013599956,1
92,128,1,2,2,2,1.025,1,1.12116233800043,0
93,127,1,1,2,1,1.15,1,1.03186907599593,0
94,124,1,2,2,2,1.05,2,1.11651994300337,1
95,147,1,3,2,1,1.5,2,1.11851950600249,1
96,115,1,1,2,1,1.175,1,1.47819558500487,0
97,130,1,2,2,2,1.01,2,1.19583733600302,1
98,122,1,2,2,2,0.9,1,1.18222155800322,0
99,158,1,4,2,2,0.5,1,1.73738231400057,0
100,101,1,1,2,1,1.2,1,2.9406666779978,0
101,93,1,1,2,1,0.95,1,1.95950226100103,0
102,142,1,3,2,2,1.5,2,1.77084998100327,1
103,84,1,2,2,2,0.95,1,1.47895208899718,0
104,97,1,1,2,1,1.3,2,1.61722446299973,1
105,131,1,1,2,1,1.3,2,1.78431420199922,1
106,148,1,3,2,2,1.5,1,3.04423378399952,0
107,139,1,1,2,1,1.25,2,1.5534111579982,1
108,143,1,3,2,1,1.5,1,2.29305079000187,0
109,90,1,2,2,2,1.025,2,2.54706073799753,1
110,155,1,4,2,1,0.5,1,1.093199859999,0
111,91,1,1,2,1,1.2,1,2.26569221299724,0
112,160,1,4,2,2,0.5,1,3.4139732390031,0
113,92,1,2,2,2,0.975,2,1.66418049299682,1
114,137,1,1,2,1,1.35,2,3.03852301400184,1
115,94,1,2,2,2,0.75,2,2.92550881100033,1
116,86,1,2,2,2,1.4,2,1.9908328140009,1
117,157,1,4,2,1,0.5,1,1.81836897599715,0
118,112,1,2,2,2,0.5,1,1.42009575900011,0
119,129,1,1,2,1,1.05,2,1.00989183899947,1
120,132,1,2,2,2,0.55,1,1.01236322199838,0
121,110,1,2,2,2,0.6,1,1.43576334400132,0
122,116,1,2,2,2,1.3,2,1.71580016899679,1
123,159,1,4,2,1,0.5,1,1.45578253699932,0
124,99,1,1,2,1,0.875,1,1.75968721400568,0
125,100,1,2,2,2,0.7,1,1.69802922599774,0
126,141,1,3,2,1,1.5,2,1.55175700499967,1
127,98,1,2,2,2,0.75,1,1.56455119200109,0
128,144,1,3,2,2,1.5,2,1.45324009400065,1
129,111,1,1,2,1,0.9,1,1.01473769199947,0
130,151,1,4,2,1,0.5,1,1.41166049500316,0
131,95,1,1,2,1,1.45,2,1.53447528200195,1
132,96,1,2,2,2,0.825,1,1.56320828400203,0
133,126,1,2,2,2,0.875,2,1.47093212699838,1
134,140,1,2,2,2,1.3,2,1.61999644400203,1
135,87,1,1,2,1,0.95,1,1.50918459000241,0
136,109,1,1,2,1,1.35,2,1.35418957900401,1
137,136,1,2,2,2,0.6,1,1.63085693000176,0
138,108,1,2,2,2,1.25,2,1.54929375900247,1
139,145,1,3,2,1,1.5,1,1.66116196900111,0
140,149,1,3,2,1,1.5,1,3.7839030430041,0
141,103,1,1,2,1,1.05,1,1.79124760600098,0
142,150,1,3,2,2,1.5,2,1.31221097099478,1
143,104,1,2,2,2,0.7,2,1.02081502100191,1
144,146,1,3,2,2,1.5,1,3.55065339500288,0
145,133,1,1,2,1,1.3,2,2.21720732299582,1
146,118,1,2,2,2,0.5,1,1.00871830100368,0
147,102,1,2,2,2,0.55,1,1.73690796000301,0
148,89,1,1,2,1,1.125,2,1.6292801180025,1
149,135,1,1,2,1,0.975,2,1.01011349000328,1
150,123,1,1,2,1,0.8,1,2.73363240899926,0
151,152,1,4,2,2,0.5,2,1.64073523299885,1
152,153,1,4,2,1,0.5,1,1.36003695699765,0
153,82,1,2,2,2,1.25,2,1.6925986530041,1
154,120,1,2,2,2,0.6,1,1.31448536500102,0
155,113,1,1,2,1,0.85,1,1.8233753750028,0
156,138,1,2,2,2,0.7,2,1.02698595100082,1
157,81,1,1,2,1,1.45,2,1.36526745000447,1
158,125,1,1,2,1,0.925,1,2.01069178200123,0
159,114,1,2,2,2,1.25,1,2.6421148139998,0
160,156,1,4,2,2,0.5,1,1.39262173899624,0
161,228,2,3,3,2,1.5,2,1.01143994500308,1
162,171,2,1,3,1,0.99,2,1.83480115100247,1
163,193,2,1,3,1,0.75,1,1.41159133899782,0
164,210,2,2,3,2,0.99,1,1.51610947599693,0
165,175,2,1,3,1,0.9,2,1.87311081500229,1
166,209,2,1,3,1,0.825,1,1.40808556399861,0
167,174,2,2,3,2,1.2,2,1.51336179299688,1
168,205,2,1,3,1,0.875,1,1.46328992700001,0
169,165,2,1,3,1,0.9,1,1.43630882199795,0
170,185,2,1,3,1,0.975,1,1.44857135899656,0
171,237,2,4,3,1,0.5,1,1.68281163000211,0
172,227,2,3,3,1,1.5,2,1.64227990600193,1
173,212,2,2,3,2,1.1,2,1.49672250400181,1
174,240,2,4,3,2,0.5,1,1.91846676400019,0
175,207,2,1,3,1,1.15,2,1.33891697200306,1
176,224,2,3,3,2,1.5,2,1.38362523099931,1
177,163,2,1,3,1,1.05,2,1.44868194499577,1
178,208,2,2,3,2,1.025,2,1.33725445099844,1
179,220,2,2,3,2,0.975,2,1.44561420100217,1
180,166,2,2,3,2,0.8,1,1.52922833800403,0
181,211,2,1,3,1,0.975,1,1.35993579000206,0
182,202,2,2,3,2,0.9,1,1.3534126529994,0
183,176,2,2,3,2,0.95,2,1.46094721200643,1
184,177,2,1,3,1,1.01,1,1.52397008999833,0
185,232,2,4,3,2,0.5,1,1.35114880499896,0
186,213,2,1,3,1,1.2,2,1.43439734799904,1
187,234,2,4,3,2,0.5,1,1.47376662799797,0
188,164,2,2,3,2,0.925,1,1.34687507899798,0
189,182,2,2,3,2,0.95,1,1.30076756599738,0
190,172,2,2,3,2,1.15,2,1.33465284900012,1
191,161,2,1,3,1,1.175,2,1.3588837999996,1
192,192,2,2,3,2,0.825,1,1.66584705699643,0
193,239,2,4,3,1,0.5,1,1.35361472899967,0
194,196,2,2,3,2,0.99,1,1.4268158210034,0
195,173,2,1,3,1,1.025,2,1.48281273600151,1
196,162,2,2,3,2,1.15,2,1.50580603100389,1
197,214,2,2,3,2,1.01,1,1.4947837350046,0
198,204,2,2,3,2,1.05,2,1.58994375600014,1
199,184,2,2,3,2,1.01,1,1.4011879039972,0
200,168,2,2,3,2,1.025,1,1.40278062099969,0
201,229,2,3,3,1,1.5,2,1.57282121600292,1
202,236,2,4,3,2,0.5,1,1.49028145200282,0
203,203,2,1,3,1,0.99,1,1.39201577499625,0
204,167,2,1,3,1,1.1,2,1.40893333500571,1
205,216,2,2,3,2,1.175,2,1.44988903099875,1
206,219,2,1,3,1,1.01,2,1.52103566000005,1
207,181,2,1,3,1,0.85,1,1.10246792199905,0
208,180,2,2,3,2,1.05,2,2.08496694700443,1
209,201,2,1,3,1,0.975,1,1.58756440500292,0
210,183,2,1,3,1,1.025,2,1.50275951699587,1
211,189,2,1,3,1,0.99,1,1.55784751399915,0
212,225,2,3,3,1,1.5,2,1.53782143999706,1
213,233,2,4,3,1,0.5,1,2.31071499799873,0
214,178,2,2,3,2,1.01,2,1.37718438899901,1
215,197,2,1,3,1,1.01,1,2.14064066400169,0
216,186,2,2,3,2,0.825,1,1.71979090100649,0
217,230,2,3,3,2,1.5,2,1.69309590400371,1
218,187,2,1,3,1,1.025,1,1.74723373299639,0
219,199,2,1,3,1,1.15,2,1.87633811699925,1
220,206,2,2,3,2,0.85,1,1.58594266900036,0
221,238,2,4,3,2,0.5,2,1.94768642599956,1
222,217,2,1,3,1,1.1,2,1.55927593500382,1
223,190,2,2,3,2,1.125,2,3.29038276799838,1
224,221,2,3,3,1,1.5,2,1.34979983000085,1
225,191,2,1,3,1,1.075,2,1.8019589290052,1
226,215,2,1,3,1,0.99,1,1.4365986269986,0
227,198,2,2,3,2,0.99,2,1.39092076899396,1
228,170,2,2,3,2,0.875,1,1.47241291899991,0
229,223,2,3,3,1,1.5,2,1.52226319799956,1
230,179,2,1,3,1,0.99,1,1.21587991299748,0
231,222,2,3,3,2,1.5,2,1.34551716999704,1
232,218,2,2,3,2,0.9,1,1.49165311000252,0
233,226,2,3,3,2,1.5,2,1.25862311099627,1
234,231,2,4,3,1,0.5,1,1.43330122499901,0
235,200,2,2,3,2,1.075,2,1.28810501800035,1
236,195,2,1,3,1,1.025,2,1.52846159600449,1
237,235,2,4,3,1,0.5,1,1.43755743699876,0
238,169,2,1,3,1,1.025,2,1.01477998500195,1
239,194,2,2,3,2,0.95,2,2.08177271699969,1
240,188,2,2,3,2,0.875,2,1.48231269799726,1
241,282,1,2,4,2,0.99,2,1.61876566599676,1
242,290,1,2,4,2,0.75,2,1.86867138299567,1
