PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,32,2,2,1,2,0.99,1,1.33202882600017,0
2,17,2,1,1,1,0.99,1,1.65378909999981,0
3,62,2,3,1,2,1.5,2,1.36371173400039,1
4,29,2,1,1,1,1.2,2,1.36693961499986,1
5,58,2,2,1,2,1.2,2,1.3532137709999,1
6,60,2,2,1,2,1.1,2,1.295659763,1
7,35,2,1,1,1,1.1,2,1.27656648300035,1
8,16,2,2,1,2,1.025,1,1.27589775100023,0
9,4,2,2,1,2,1.05,1,1.26982773700001,0
10,20,2,2,1,2,1.075,2,1.2773406590004,1
11,69,2,3,1,1,1.5,2,1.42050613899937,1
12,76,2,4,1,2,0.5,1,1.3173401719996,0
13,46,2,2,1,2,1.05,2,1.28095402399958,1
14,56,2,2,1,2,0.975,1,1.33655641000041,0
15,13,2,1,1,1,1.025,1,1.23527861300045,0
16,22,2,2,1,2,1.05,2,1.46009093599969,1
17,30,2,2,1,2,1.01,2,1.3163480660005,1
18,34,2,2,1,2,0.825,1,1.32204626299972,0
19,75,2,4,1,1,0.5,1,1.2391946279995,0
20,47,2,1,1,1,1.05,2,1.40549006299989,1
21,54,2,2,1,2,0.85,1,1.3487263549996,0
22,27,2,1,1,1,1.01,1,1.31226271899959,0
23,48,2,2,1,2,0.875,1,1.31848875000014,0
24,21,2,1,1,1,1.05,2,1.30626253500031,1
25,14,2,2,1,2,1.01,2,1.39295381000011,1
26,52,2,2,1,2,0.875,1,1.30431759000021,0
27,5,2,1,1,1,1.025,1,1.39745725300054,0
28,64,2,3,1,2,1.5,2,1.5766956360003,1
29,15,2,1,1,1,1.05,2,1.34889159900013,1
30,39,2,1,1,1,1.025,1,1.42255107399978,0
31,7,2,1,1,1,1.025,2,1.24601992400039,1
32,33,2,1,1,1,1.01,1,1.49361372600015,0
33,18,2,2,1,2,1.01,2,1.6435714220006,1
34,45,2,1,1,1,1.025,2,1.43428125300034,1
35,68,2,3,1,2,1.5,2,1.37953183300033,1
36,42,2,2,1,2,1.01,1,1.39780233700003,0
37,24,2,2,1,2,1.2,2,1.36529585800054,1
38,37,2,1,1,1,1.01,2,1.36177629899976,1
39,43,2,1,1,1,0.875,1,1.36552754399963,0
40,73,2,4,1,1,0.5,1,1.31450190499982,0
41,67,2,3,1,1,1.5,2,1.37952460299948,1
42,44,2,2,1,2,0.85,1,1.27769138900021,0
43,71,2,4,1,1,0.5,1,1.36451940700044,0
44,11,2,1,1,1,0.9,1,1.18979767300061,0
45,26,2,2,1,2,1.15,2,1.3767705829996,1
46,12,2,2,1,2,0.95,1,1.26723626500007,0
47,9,2,1,1,1,0.925,1,1.2184793790002,0
48,1,2,1,1,1,1.1,2,1.40963269399981,1
49,10,2,2,1,2,1.025,2,1.2919256059995,1
50,70,2,3,1,2,1.5,2,1.31804589500007,1
51,78,2,4,1,2,0.5,1,1.27443529900029,0
52,57,2,1,1,1,1.01,2,1.37942929700057,1
53,55,2,1,1,1,0.875,1,1.30945236100069,0
