PresOrder,TrialNumber,Background,StairNum,CurrSize,Response,ReactionTIme,Stair_Update
1,101,1,5,0.5,1,1.44489933684235,0
2,21,1,3,0.99,1,1.54202523687854,0
3,84,1,3,1.2,2,1.44367199129192,1
4,58,1,1,0.99,1,1.34885393688455,0
5,11,1,2,0.99,1,1.32146585622104,0
6,13,1,1,1.2,2,1.87958738248562,1
7,110,1,5,0.5,1,1.39213338249829,0
8,95,1,4,1.5,2,1.31522825622233,1
9,89,1,2,1.2,1,1.74496311938856,0
10,15,1,3,1.1,1,1.29458154563326,0
11,86,1,2,1.35,2,1.24628658249276,1
12,23,1,2,1.25,2,1.30342198250582,1
13,38,1,2,1.2,2,1.42208099126583,1
14,25,1,1,1.1,1,1.26393173687393,0
15,36,1,3,1.15,1,1.31180264562136,0
16,105,1,5,0.5,1,1.34992298251018,0
17,14,1,2,1.1,1,1.33947053685552,0
18,87,1,3,1.175,2,1.32879598246654,1
19,82,1,1,1.15,2,1.27873188623926,1
20,12,1,3,1.15,1,1.30277359124739,0
21,51,1,3,1.175,1,1.53372195811244,0
22,47,1,2,1.15,1,1.45897186681395,0
23,59,1,2,1.175,2,1.40372509125154,1
24,17,1,2,1.05,1,1.2704712668783,0
25,10,1,1,1.125,2,1.38236868433887,1
26,80,1,2,1.175,2,1.47363972815219,1
27,56,1,2,1.15,1,1.40995968243806,0
28,33,1,3,1.2,2,1.27645133686019,1
29,107,1,5,0.5,1,1.54865080368472,0
30,2,1,2,1.175,2,1.25728341942886,1
31,34,1,1,1.1,1,1.30614288250217,0
32,109,1,5,0.5,1,1.40057362808147,0
33,79,1,1,1.1,1,1.34731169126462,0
34,67,1,1,1.125,1,1.39195678249234,0
35,106,1,5,0.5,1,1.33957429125439,0
36,37,1,1,1.15,1,1.55291799124097,0
37,57,1,3,1.2,2,1.8536676124786,1
38,49,1,1,1.25,2,1.25442033680156,1
39,44,1,2,1.15,2,1.35911983688129,1
40,16,1,1,1.25,2,1.29982731246855,1
41,46,1,1,1.175,1,1.37033733684802,0
42,60,1,3,1.175,2,1.29461928247474,1
43,65,1,2,1.025,1,1.26957238436444,0
44,90,1,3,1.15,1,1.62194972811267,0
45,24,1,3,1.175,2,1.3921705368557,1
46,92,1,4,1.5,2,1.27549308247399,1
47,99,1,4,1.5,2,1.27542149124201,1
48,68,1,2,1.125,1,1.33315628248965,0
49,73,1,1,0.975,1,1.29651498247404,0
50,108,1,5,0.5,1,1.33602653682465,0
51,22,1,1,1.3,2,1.34949228249025,1
52,91,1,4,1.5,2,1.37832653685473,1
53,6,1,3,1.175,1,1.34193813684396,0
54,50,1,2,1.175,1,1.34759509126889,0
55,27,1,3,1.15,1,1.26436443178682,0
56,48,1,3,1.2,2,1.31227333686547,1
57,69,1,3,1.15,1,1.32705754751805,0
58,78,1,3,1.2,2,1.30096272123046,1
59,19,1,1,1.175,1,1.49167797563132,0
60,52,1,1,1.2,2,1.25125488435151,1
61,100,1,4,1.5,2,1.23596271243878,1
62,93,1,4,1.5,2,1.25325569126289,1
63,43,1,1,1.175,1,1.28567352809478,0
64,85,1,1,1.175,1,1.31721258250764,0
65,98,1,4,1.5,2,1.3390386456158,1
66,97,1,4,1.5,2,1.2727529212134,1
67,102,1,5,0.5,1,1.27280915621668,0
68,26,1,2,0.975,1,1.38479096494848,0
69,45,1,3,1.175,2,1.25229482119903,1
