PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,58,1,2,1,2,0.99,1,2.45436021999922,0
2,30,1,2,1,2,1.2,2,1.29421994600125,1
3,69,1,3,1,1,1.5,2,1.30919204000384,1
4,74,1,4,1,2,0.5,1,1.25923250000051,0
5,46,1,2,1,2,1.1,2,1.23963371400168,1
6,71,1,4,1,1,0.5,1,1.26360449999629,0
7,64,1,3,1,2,1.5,2,1.27910911000072,1
8,72,1,4,1,2,0.5,1,1.25279378100095,0
9,66,1,3,1,2,1.5,2,1.1552489290043,1
10,13,1,1,1,1,0.99,1,1.19171400499908,0
11,53,1,1,1,1,1.2,2,1.15273965500091,1
12,24,1,2,1,2,1.025,2,1.34693696199975,1
13,62,1,3,1,2,1.5,2,1.23014456400415,1
14,47,1,1,1,1,1.1,2,1.14535111400619,1
15,41,1,1,1,1,1.025,2,1.32970080299856,1
16,22,1,2,1,2,0.975,1,1.60708106200036,0
17,36,1,2,1,2,1.01,2,1.294989162001,1
18,35,1,1,1,1,0.975,1,1.50884117100213,0
19,51,1,1,1,1,1.01,1,1.26030408000224,0
20,78,1,4,1,2,0.5,1,1.03416856999684,0
21,70,1,3,1,2,1.5,2,1.11374285499915,1
22,76,1,4,1,2,0.5,1,1.21690405900154,0
23,21,1,1,1,1,1.025,2,1.24004205999518,1
24,15,1,1,1,1,1.01,1,1.26427219800098,0
25,79,1,4,1,1,0.5,1,1.25595276200329,0
26,32,1,2,1,2,0.975,1,1.39159856400511,0
27,48,1,2,1,2,0.99,2,1.69218450100016,1
28,80,1,4,1,2,0.5,1,1.26806959500391,0
29,42,1,2,1,2,0.95,2,1.32258234300389,1
30,33,1,1,1,1,1.025,2,1.28078145600011,1
31,39,1,1,1,1,1.01,2,1.65492228400399,1
32,60,1,2,1,2,0.75,1,1.26963173899276,0
33,56,1,2,1,2,0.8,1,1.25877941199724,0
34,68,1,3,1,2,1.5,2,1.29914427600306,1
35,54,1,2,1,2,0.825,1,1.19306378000329,0
36,26,1,2,1,2,1.15,2,1.31619935600611,1
37,77,1,4,1,1,0.5,1,1.23476078300155,0
38,34,1,2,1,2,0.975,1,1.26374496900098,0
39,3,1,1,1,1,0.99,2,1.25277640199783,1
40,63,1,3,1,1,1.5,2,1.2133750139983,1
41,75,1,4,1,1,0.5,1,1.27831398700073,0
42,5,1,1,1,1,0.825,1,1.26008312700287,0
43,55,1,1,1,1,0.85,1,1.16252521700517,0
44,17,1,1,1,1,0.875,1,1.09499503999541,0
45,27,1,1,1,1,0.925,1,1.31040567700256,0
46,19,1,1,1,1,1.075,2,1.24187262600026,1
47,57,1,1,1,1,0.99,1,1.28465624099772,0
48,50,1,2,1,2,0.975,1,1.46763386800012,0
49,16,1,2,1,2,1.01,2,1.08357712299767,1
50,10,1,2,1,2,0.975,1,1.22877832999802,0
51,18,1,2,1,2,0.99,2,1.23815815499984,1
52,20,1,2,1,2,0.975,1,1.29312518799998,0
53,61,1,3,1,1,1.5,2,1.33208139899943,1
54,7,1,1,1,1,0.99,1,1.4315656530016,0
55,65,1,3,1,1,1.5,2,1.31134048599779,1
56,4,1,2,1,2,0.99,2,1.1730531219946,1
57,12,1,2,1,2,0.99,2,1.23990884100203,1
58,40,1,2,1,2,0.99,2,1.23339939099969,1
59,59,1,1,1,1,1.025,1,1.25877338199643,0
60,11,1,1,1,1,1.1,2,1.32232838899654,1
61,52,1,2,1,2,0.99,2,1.09545457600325,1
62,38,1,2,1,2,0.99,2,1.09581708400219,1
63,31,1,1,1,1,1.075,2,1.07824042099674,1
64,1,1,1,1,1,1.05,2,1.09258045299794,1
65,37,1,1,1,1,1.01,1,1.22726898999827,0
66,9,1,1,1,1,1.01,1,1.46743585299555,0
67,28,1,2,1,2,0.99,2,1.25782136699854,1
68,2,1,2,1,2,0.99,2,1.25702142699447,1
69,8,1,2,1,2,0.975,2,1.42454282799736,1
70,45,1,1,1,1,1.01,1,1.11622644000454,0
71,43,1,1,1,1,1.025,1,1.3450671180035,0
72,44,1,2,1,2,0.975,1,1.25812736099761,0
73,6,1,2,1,2,0.975,2,1.2636666200051,1
74,67,1,3,1,1,1.5,2,1.20807256999979,1
75,49,1,1,1,1,1.05,2,1.33667662299558,1
76,25,1,1,1,1,1.01,2,1.32447660400067,1
77,73,1,4,1,1,0.5,1,1.14323448100185,0
78,23,1,1,1,1,1.05,2,1.29915074499877,1
79,14,1,2,1,2,0.975,1,1.24151060500299,0
80,29,1,1,1,1,1.01,2,1.29077763100213,1
81,118,2,2,2,2,0.99,2,1.03237085999717,1
82,97,2,1,2,1,0.99,1,1.49829971400322,0
83,144,2,3,2,2,1.5,2,1.3528674879999,1
84,123,2,1,2,1,1.2,2,1.27502298000036,1
85,84,2,2,2,2,0.75,1,1.22619344600389,0
86,139,2,1,2,1,1.1,2,1.23519628999929,1
87,116,2,2,2,2,0.9,1,1.19427252600144,0
88,158,2,4,2,2,0.5,1,1.11695267300092,0
89,122,2,2,2,2,0.975,2,1.28990870300186,1
90,142,2,3,2,2,1.5,2,1.06558761400083,1
91,148,2,3,2,2,1.5,2,1.03749846800201,1
92,152,2,4,2,2,0.5,1,1.05465906399331,0
93,88,2,2,2,2,0.925,1,1.17535784799838,0
94,81,2,1,2,1,1.025,2,1.20980262800003,1
95,130,2,2,2,2,0.95,1,1.30677091300458,0
96,140,2,2,2,2,0.975,1,1.32005440099601,0
97,89,2,1,2,1,0.975,1,1.21313960100088,0
98,95,2,1,2,1,1.01,1,1.2782856470003,0
99,134,2,2,2,2,1.05,2,1.17061045800074,1
100,107,2,1,2,1,1.025,2,1.99798798200209,1
101,126,2,2,2,2,1.01,2,1.34613520199491,1
102,82,2,2,2,2,0.975,1,1.93849074899481,0
103,132,2,2,2,2,1.01,2,1.0105995030026,1
104,137,2,1,2,1,1.01,1,1.07834861800075,0
105,87,2,1,2,1,1.025,1,1.29316956600087,0
106,117,2,1,2,1,1.05,2,1.23560863199964,1
107,147,2,3,2,1,1.5,2,1.22844660299597,1
108,155,2,4,2,1,0.5,1,1.30697780899936,0
109,99,2,1,2,1,1.05,2,1.14470166699903,1
110,91,2,1,2,1,1.01,1,1.21942750900052,0
111,98,2,2,2,2,0.99,2,1.2941899840007,1
112,108,2,2,2,2,0.975,1,1.13394634500582,0
113,146,2,3,2,2,1.5,2,1.2838250959976,1
114,109,2,1,2,1,1.025,1,1.25235003899434,0
115,133,2,1,2,1,1.05,1,2.14732553499925,0
116,85,2,1,2,1,1.15,2,1.27121602000261,1
117,101,2,1,2,1,1.125,2,1.28719393400388,1
118,150,2,3,2,2,1.5,2,1.16375529700599,1
119,157,2,4,2,1,0.5,1,1.30287448000308,0
120,154,2,4,2,2,0.5,1,1.2205559369977,0
121,92,2,2,2,2,0.975,1,1.5490575770018,0
122,124,2,2,2,2,0.99,2,1.21678272799909,1
123,159,2,4,2,1,0.5,1,1.23612445299659,0
124,135,2,1,2,1,0.95,1,1.31958806900366,0
125,121,2,1,2,1,1.05,2,1.1074025439957,1
126,145,2,3,2,1,1.5,2,1.04944139999861,1
127,141,2,3,2,1,1.5,2,1.04893248200096,1
128,127,2,1,2,1,1.05,1,1.13080667999748,0
129,83,2,1,2,1,1.175,2,1.03105408499687,1
130,153,2,4,2,1,0.5,1,1.00719697800378,0
131,156,2,4,2,2,0.5,1,1.02130385600321,0
132,96,2,2,2,2,0.975,2,1.02073613899847,1
133,160,2,4,2,2,0.5,1,1.37094652999804,0
134,151,2,4,2,1,0.5,1,1.22251943100127,0
135,104,2,2,2,2,0.99,2,1.15183820299717,1
136,149,2,3,2,1,1.5,2,1.06780888600042,1
137,93,2,1,2,1,1.125,2,1.23140460600553,1
138,111,2,1,2,1,0.95,1,1.46293249900191,0
139,143,2,3,2,1,1.5,2,1.06155599300109,1
140,120,2,2,2,2,0.95,1,1.0092722729969,0
141,90,2,2,2,2,0.975,2,1.3834690750009,1
142,119,2,1,2,1,1.05,1,1.35333795499901,0
143,86,2,2,2,2,0.95,1,1.13316757699795,0
144,105,2,1,2,1,1.125,2,1.05573597199691,1
145,129,2,1,2,1,1.1,2,1.1358819110028,1
146,115,2,1,2,1,1.075,2,1.19662989200151,1
147,113,2,1,2,1,1.025,2,1.26239506900311,1
148,136,2,2,2,2,0.99,2,1.50064813800418,1
149,110,2,2,2,2,0.99,1,1.48933682899951,0
150,100,2,2,2,2,0.95,1,1.3208639029981,0
151,103,2,1,2,1,0.975,1,1.0919593159997,0
152,128,2,2,2,2,0.99,2,1.22630195900274,1
153,131,2,1,2,1,1.075,2,1.14650128799985,1
