PresOrder,TrialNumber,Background,StairNum,BlockNum,PerspNum,CurrSize,Response,ReactionTIme,Stair_Update
1,3,1,1,1,1,0.99,1,1.510514091,0
2,23,1,1,1,1,1.2,2,1.28243073699991,1
3,56,1,2,1,2,0.99,1,1.26445070399996,0
4,14,1,2,1,2,1.2,2,1.26611310199996,1
5,64,1,3,1,2,1.5,2,1.23739081500003,1
6,55,1,1,1,1,1.1,2,1.13279867600022,1
7,7,1,1,1,1,1.025,2,1.29632352099998,1
8,26,1,2,1,2,1.1,2,1.261972324,1
9,45,1,1,1,1,0.975,1,1.2856655999999,0
10,58,1,2,1,2,1.025,1,1.26793031800003,0
11,41,1,1,1,1,1.01,2,1.17837265899993,1
12,44,1,2,1,2,1.05,2,1.15693249900005,1
13,11,1,1,1,1,0.975,1,1.24740568400011,0
14,13,1,1,1,1,0.99,1,1.29474878399992,0
15,42,1,2,1,2,1.01,1,1.17527463199986,0
16,24,1,2,1,2,1.05,1,1.097861706,0
17,32,1,2,1,2,1.075,2,1.01491259199997,1
18,8,1,2,1,2,1.05,2,1.28347367499987,1
19,73,1,4,1,1,0.5,1,1.26745046700012,0
20,76,1,4,1,2,0.5,1,1.28422088599996,0
21,47,1,1,1,1,1.01,2,1.28943676299991,1
22,71,1,4,1,1,0.5,1,1.43098481100014,0
23,33,1,1,1,1,0.99,1,1.42315036400009,0
24,52,1,2,1,2,0.99,1,1.31105699499994,0
25,54,1,2,1,2,1.025,2,1.14985230499997,1
26,10,1,2,1,2,0.925,1,1.17110791599998,0
27,72,1,4,1,2,0.5,1,1.28678446499998,0
28,62,1,3,1,2,1.5,2,1.28225509499998,1
29,68,1,3,1,2,1.5,2,1.20718454799999,1
30,5,1,1,1,1,1.01,1,1.30526791200009,0
31,59,1,1,1,1,1.025,2,1.26289630499991,1
32,38,1,2,1,2,0.95,1,1.27000957000018,0
33,75,1,4,1,1,0.5,1,1.24307194599987,0
34,34,1,2,1,2,1.1,2,1.26663910299999,1
35,67,1,3,1,1,1.5,2,1.26596451199998,1
36,50,1,2,1,2,1.025,2,1.30475837300014,1
37,25,1,1,1,1,1.01,1,1.35180938100007,0
38,29,1,1,1,1,1.025,1,1.293183,0
39,36,1,2,1,2,0.975,1,1.16225445000009,0
40,19,1,1,1,1,1.125,2,1.24977095300005,1
41,65,1,3,1,1,1.5,2,1.24851738000007,1
42,66,1,3,1,2,1.5,2,1.17570135300002,1
43,6,1,2,1,2,1.01,1,1.13136448200021,0
44,77,1,4,1,1,0.5,1,1.23121629199977,0
45,37,1,1,1,1,1.1,2,1.19968475199994,1
46,43,1,1,1,1,1.075,2,1.27223208799978,1
47,80,1,4,1,2,0.5,1,1.26459434099979,0
48,57,1,1,1,1,1.025,1,1.16810315900011,0
49,4,1,2,1,2,1.05,2,1.46721390599987,1
50,69,1,3,1,1,1.5,2,1.23484386100017,1
51,16,1,2,1,2,1.025,1,1.23014664100037,0
52,12,1,2,1,2,1.05,1,1.28628568400018,0
53,22,1,2,1,2,1.125,2,1.26153334400033,1
54,40,1,2,1,2,1.1,2,1.2782999760002,1
55,46,1,2,1,2,1.05,2,1.05200155800003,1
56,35,1,1,1,1,0.9,1,1.27568126200003,0
57,28,1,2,1,2,1.05,2,1.16838446600013,1
58,15,1,1,1,1,1.1,2,1.02747669599967,1
59,74,1,4,1,2,0.5,1,1.26071138799989,0
60,60,1,2,1,2,1.05,1,1.30200698099998,0
61,2,1,2,1,2,0.975,1,1.25947588400004,0
62,39,1,1,1,1,1.05,1,1.29269022100016,0
63,31,1,1,1,1,1.175,2,1.27561463800021,1
64,78,1,4,1,2,0.5,1,1.23737450999988,0
65,53,1,1,1,1,1.15,2,1.27797533700004,1
66,20,1,2,1,2,0.99,1,1.17849351299992,0
67,63,1,3,1,1,1.5,2,1.15156457900002,1
68,30,1,2,1,2,1.025,1,1.28989150199959,0
69,49,1,1,1,1,1.05,1,1.23912418500004,0
70,18,1,2,1,2,1.025,1,1.27841419799961,0
71,61,1,3,1,1,1.5,2,1.24685659200031,1
72,79,1,4,1,1,0.5,1,1.24608497100007,0
73,48,1,2,1,2,1.025,1,1.28532357799986,0
74,51,1,1,1,1,1.15,2,1.23403719999988,1
75,9,1,1,1,1,1.05,1,1.26534976500034,0
76,70,1,3,1,2,1.5,2,1.33830195200017,1
77,21,1,1,1,1,1.05,1,1.1831657759999,0
78,1,1,1,1,1,1.05,2,1.1455556599999,1
79,17,1,1,1,1,0.925,1,1.14893505800001,0
80,27,1,1,1,1,1.125,2,1.18442175599967,1
81,156,2,4,2,2,0.5,1,1.34026006000022,0
82,151,2,4,2,1,0.5,1,1.2687239400002,0
83,104,2,2,2,2,0.99,2,1.28348977999985,1
84,146,2,3,2,2,1.5,2,1.20878050500005,1
85,87,2,1,2,1,0.99,1,1.29847459199982,0
86,160,2,4,2,2,0.5,1,1.20826611899975,0
87,155,2,4,2,1,0.5,1,1.14600263200009,0
88,123,2,1,2,1,1.2,2,1.17995220500006,1
89,149,2,3,2,1,1.5,2,1.28598442699968,1
90,111,2,1,2,1,1.1,2,1.19866277099982,1
91,99,2,1,2,1,1.025,1,1.25793386499981,0
92,127,2,1,2,1,1.05,2,1.273224777,1
93,129,2,1,2,1,1.01,1,1.30475991699996,0
