TrialNumber,SpeedUpTimeCalc,TrialStart,SpeedUpTimeAct,ReactionTime
67,1.16576424240021,0,0,0
68,0.994165688053595,0,0,0
69,2.16232196129036,0,0,0
70,0.851870915984292,0,0,0
71,2.07046814892621,0,0,0
72,2.51216569334802,0,0,0
73,2.14088229366945,0,0,0
74,2.45603310818729,0,0,0
75,1.51079842211966,0,0,0
76,2.1540373255372,0,0,0
77,0.874782534477876,0,0,0
78,2.18408418876035,0,0,0
79,1.20602327466235,0,0,0
80,1.40297900839177,0,0,0
81,2.95563727940765,0,0,0
82,2.79381887428007,0,0,0
83,1.46110097612554,0,0,0
84,1.6905204676569,0,0,0
85,2.10084256290965,0,0,0
86,2.94388378488535,0,0,0
87,1.68021346417445,0,0,0
88,2.96069955758037,0,0,0
89,1.20243620277234,0,0,0
90,1.31162741720119,0,0,0
91,1.58066682038897,0,0,0
92,1.86205729714792,0,0,0
93,2.87808201592058,0,0,0
94,1.55016355491673,0,0,0
95,1.15823569369752,0,0,0
96,2.16949470525342,0,0,0
97,1.43973100523234,0,0,0
98,2.58192917372058,0,0,0
99,0.933471179783205,0,0,0
100,1.57360766092078,0,0,0
101,2.07904369298717,0,0,0
102,2.75999595350331,0,0,0
103,2.42111482700862,0,0,0
104,0.755259401079867,0,0,0
105,1.46249161364943,0,0,0
106,2.59799576332433,0,0,0
107,2.67477481487377,0,0,0
108,2.65252992281852,0,0,0
109,1.95450855017307,0,0,0
110,2.70904073312968,0,0,0
111,1.57371784132512,0,0,0
112,1.84524339963886,0,0,0
113,2.09407424369087,0,0,0
114,1.76530332023918,0,0,0
115,0.830988082002435,0,0,0
116,0.840729030051249,0,0,0
117,1.74524527955283,0,0,0
118,0.88545761690358,0,0,0
119,0.874930765495911,0,0,0
120,1.90947842225343,0,0,0
121,2.21285439362068,0,0,0
122,1.10150385777275,0,0,0
123,2.1982346088033,0,0,0
124,2.85929606225862,0,0,0
125,2.56921272334973,0,0,0
126,2.71394897918845,0,0,0
127,1.3126618467596,0,0,0
128,2.62434627890414,0,0,0
129,1.47898269089073,0,0,0
130,2.9249055822621,0,0,0
131,1.20533292033134,0,0,0
132,1.25695190181892,0,0,0
133,1.49799246517464,0,0,0
134,2.06284290299277,0,0,0
135,1.13185108278127,0,0,0
136,2.96259771374981,0,0,0
137,2.88341658782905,0,0,0
138,2.1604766617378,0,0,0
139,1.50944353692217,0,0,0
140,2.49070981712675,0,0,0
141,1.38243517738855,0,0,0
142,1.55651171614001,0,0,0
143,1.44535011185114,0,0,0
144,2.11396134249525,0,0,0
145,1.31212432578496,0,0,0
146,2.65386735432883,0,0,0
147,1.63581426395992,0,0,0
148,2.91265719330751,0,0,0
149,0.755360371681881,0,0,0
150,1.3795517259415,0,0,0
151,1.15348548087596,0,0,0
152,1.89517739176784,0,0,0
153,0.92631816585049,0,0,0
154,1.47389044043278,0,0,0
155,1.77528890542854,0,0,0
156,2.5721286186892,0,0,0
157,2.69583549230502,0,0,0
158,2.03570199457192,0,0,0
159,1.98953290079144,0,0,0
160,2.11660704146656,0,0,0
161,1.48813277047161,0,0,0
162,1.98555415102115,0,0,0
163,1.69245899088345,0,0,0
164,1.29781532900102,0,0,0
165,1.32794923524995,0,0,0
166,2.07232841779465,0,0,0
167,1.24137521278875,0,0,0
168,2.25786140421742,0,0,0
169,1.50206458752687,0,0,0
170,1.14726070172347,0,0,0
171,1.37556325763213,0,0,0
172,2.97260196610515,0,0,0
173,2.09763951793193,0,0,0
174,1.26790220764028,0,0,0
175,1.17967619114249,0,0,0
176,1.36746046811136,0,0,0
177,1.34060785849972,0,0,0
178,1.60227162800919,0,0,0
179,1.34243891059642,0,0,0
180,2.98913302253031,0,0,0
