block	time	key
0	1.36926817894	left
0	3.85483598709	right
0	6.5742521286	left
0	8.55885910988	right
0	10.8946301937	left
0	14.8138391972	right
0	16.5659379959	left
0	22.0039680004	left
0	25.5564491749	right
0	28.5761201382	left
0	30.8780140877	left
0	35.8981590271	right
0	42.4875202179	left
0	49.1265451908	right
0	54.247795105	left
0	59.8026881218	left
0	73.3478131294	left
0	79.3183569908	left
0	83.2385151386	right
0	91.2953791618	left
0	98.2346651554	left
0	108.59357214	right
0	119.085671186	right
1	1.90019702911	right
1	5.41988396645	left
1	8.52274918556	right
1	21.2168521881	left
1	26.9214069843	right
1	36.2961621284	left
1	42.2680640221	right
1	46.020581007	left
1	48.2228829861	right
1	55.2448260784	left
1	58.4810330868	right
1	68.2563540936	left
1	82.6356611252	right
1	89.5075001717	left
1	91.0584311485	right
1	92.8940479755	left
1	96.1464111805	right
1	98.4646689892	left
1	100.400267124	right
1	102.384855986	left
1	104.253396988	right
1	106.054965973	left
1	108.173516989	right
1	109.957810163	left
1	115.412086964	right
2	1.06511688232	right
2	4.26718306541	left
2	9.83976793289	right
2	11.9072840214	left
2	15.493366003	right
2	20.0309360027	left
2	25.9032070637	left
2	31.6073310375	right
2	37.0622630119	right
2	43.6014349461	left
2	48.4050900936	left
2	55.0101718903	right
2	57.7960369587	left
2	69.4232969284	right
2	72.3926210403	left
2	81.0823800564	right
2	89.0564188957	left
2	91.2081589699	right
2	92.6759688854	left
2	95.8620700836	right
2	103.85172987	left
2	111.758455038	right
2	120.048816919	left
