block	time	key
-2	3.71250295639	left
-2	4.69625997543	right
-2	6.71480107307	right
-2	11.2853939533	right
-2	13.3375039101	left
-2	16.0728700161	left
-2	16.7235100269	right
-2	20.6110630035	right
-2	21.1442480087	left
-2	23.1619839668	right
-2	23.9631099701	left
-2	25.3482658863	right
0	2.00896501541	right
0	4.94486403465	left
0	10.8499560356	right
0	11.6678869724	right
0	15.1208539009	left
0	16.3717279434	right
0	18.0736069679	left
0	19.1916029453	right
0	19.9756679535	left
0	20.7917580605	right
0	28.2326009274	right
0	28.7664818764	left
0	30.367223978	left
0	31.1682078838	right
0	33.4370849133	right
0	34.0369548798	left
0	37.4901189804	right
0	38.6247069836	right
0	39.4757890701	left
0	41.9603199959	right
0	43.1955850124	left
0	45.4973950386	right
0	51.4695858955	left
0	54.6557209492	right
0	55.8060290813	left
0	56.8071389198	right
0	57.7744879723	left
0	58.8590989113	right
0	59.692456007	left
0	60.5607368946	right
0	61.427957058	left
0	62.3453800678	right
0	64.6642720699	left
0	66.6994788647	left
0	67.3502180576	right
0	70.3023059368	right
0	72.6551430225	left
0	73.8052458763	right
0	76.17415905	left
0	80.9278109074	left
0	82.1126079559	right
0	83.0299170017	left
0	87.3504450321	right
0	89.1518280506	left
0	91.2377569675	right
0	97.6429970264	left
0	103.380908966	right
0	106.100630045	left
0	107.384957075	right
0	110.337033987	left
0	111.488623857	right
0	114.941673994	left
0	116.025558949	right
0	116.976469994	left
0	117.9610219	right
