block	time	key
0	0.682072877884	right
0	6.12075901031	left
0	13.0434699059	right
0	25.3039989471	left
0	32.3933579922	right
0	39.1159918308	left
0	46.0718939304	right
0	51.6599388123	left
0	54.5129668713	right
0	61.9864628315	left
0	68.9086089134	right
0	74.9647939205	left
0	92.380232811	right
0	104.706797838	left
0	115.433384895	right
1	1.16578102112	left
1	3.93515396118	right
1	6.10337281227	left
1	14.1104869843	left
1	15.5458958149	right
1	17.2800300121	left
1	23.7853658199	right
1	29.4408478737	left
1	35.6960878372	right
1	39.3657958508	left
1	42.1850450039	right
1	46.7225389481	left
1	52.744330883	right
1	56.2815039158	left
1	61.0850419998	right
1	66.2562530041	left
1	79.0007789135	right
1	93.4967858791	left
1	100.970710993	right
1	111.429215908	left
1	116.733924866	right
1	118.068163872	left
2	1.02767181396	right
2	6.79939699173	left
2	11.7033569813	right
2	18.9428088665	left
2	21.5620238781	right
2	31.7544560432	left
2	39.3442389965	right
2	45.866412878	left
2	53.7228138447	right
2	57.6096589565	left
2	63.3486390114	right
2	66.4012608528	left
2	76.4937429428	right
2	82.0648808479	left
2	113.82595396	right
