block	time	key
0	2.08183789253	right
0	7.10341095924	left
0	13.1253619194	right
0	22.6007399559	left
0	32.7429158688	right
0	42.8680410385	left
0	50.3585579395	right
0	54.3785688877	left
0	59.884059906	right
0	66.4568870068	left
0	74.6640069485	right
0	82.6537148952	left
0	87.1080091	right
0	95.2327198982	left
0	105.508083105	right
0	108.911047935	left
0	116.001144886	right
1	1.83158898354	right
1	6.00134277344	left
1	9.23724389076	right
1	14.4924077988	left
1	19.4800238609	right
1	23.2005929947	left
1	27.4702489376	right
1	32.8583579063	left
1	36.2621619701	right
1	37.8469378948	left
1	42.2336699963	right
1	50.8416628838	left
1	55.6456768513	right
1	59.148681879	left
1	63.3358588219	right
1	66.7558498383	left
1	69.1578438282	right
1	73.7956929207	left
1	77.2152898312	right
1	79.3002829552	left
1	81.4687027931	right
1	83.3378329277	left
1	85.372166872	right
1	86.8235828876	left
1	88.541536808	right
1	89.9266018867	left
1	91.7783248425	right
1	93.5793278217	left
1	95.6650969982	right
1	97.2663497925	left
1	99.5187218189	right
1	101.303052902	left
1	104.155391932	right
1	106.024420977	left
1	108.009665966	right
1	109.761005878	left
1	111.479464769	right
1	113.314097881	left
1	115.516235828	left
2	1.52876591682	left
2	4.53152704239	right
2	8.38479208946	left
2	10.7375240326	right
2	14.04103899	left
2	19.2952051163	right
2	24.0989279747	left
2	26.8012390137	right
2	36.1772480011	left
2	38.4619460106	right
2	42.5494399071	left
2	45.8851380348	right
2	48.2713849545	left
2	54.6440229416	right
2	63.2173559666	left
2	66.2040610313	right
2	75.6626300812	left
2	79.9997360706	right
2	87.4891109467	left
2	91.6761929989	right
2	98.7157740593	left
2	105.822266102	right
2	113.262003899	left
