block	time	key
-1	4.54163503647	left
-1	8.54559993744	left
-1	9.96345496178	right
-1	13.4992668629	right
-1	16.0178458691	left
-1	17.3527479172	right
-1	17.3864178658	left
-1	22.0398409367	right
-1	29.1291329861	right
0	0.28916311264	right
0	0.873369932175	right
0	4.89382696152	left
0	6.76124310493	right
0	6.79565906525	left
0	9.04675006866	right
0	10.3812739849	right
0	10.4313080311	left
0	10.6484260559	right
0	11.0159749985	right
0	11.8826141357	right
0	15.3184111118	right
0	18.1544270515	right
0	20.3228721619	left
0	20.3395161629	right
0	22.1075940132	right
0	27.4297790527	right
0	27.4297790527	left
0	28.3795080185	left
0	37.6886301041	left
0	42.5583319664	right
0	45.7450361252	right
0	48.0797901154	right
0	50.6317780018	left
0	55.0522861481	right
0	55.0854849815	left
0	56.1699061394	right
0	56.2037899494	left
0	57.3375589848	right
0	59.3557929993	left
0	60.1396970749	left
0	61.9586479664	left
0	62.6928589344	left
0	62.7086551189	right
0	64.8109810352	left
0	68.7969861031	right
0	72.7673330307	left
0	73.1684219837	right
0	76.7378849983	left
0	78.8562090397	right
0	78.8895790577	left
0	80.0063080788	right
0	82.2586359978	right
0	85.779143095	left
0	91.133095026	right
0	93.9351739883	right
0	95.3693101406	left
0	99.940210104	left
0	103.810558081	left
0	104.127462149	left
0	108.180510044	right
0	111.183156967	right
0	119.223161936	left
