block	time	key
-1	0.961692094803	right
-1	3.93201708794	left
-1	5.71665692329	right
-1	7.76777100563	left
-1	9.08630800247	right
-1	12.7389280796	left
-1	22.0301029682	right
-1	25.917290926	left
-1	28.7857339382	right
0	0.823662042618	right
0	3.99306893349	left
0	9.31429100037	right
0	14.0851531029	left
0	19.9732789993	right
0	27.1131999493	left
0	31.4168250561	right
0	35.5200889111	left
0	42.84288311	right
0	50.1657269001	left
0	55.1033689976	right
0	61.1087629795	left
0	64.9785830975	right
0	74.8874099255	right
0	76.0212609768	left
0	83.478208065	right
0	90.2342720032	left
0	99.8086299896	right
0	105.146888018	left
0	109.466351986	right
0	114.554745913	left
