block	time	key
0	2.03563404083	left
0	4.08773803711	right
0	5.02210688591	left
0	5.87246489525	right
0	6.65665102005	left
0	7.54117488861	right
0	8.35797595978	left
0	9.22528886795	right
0	10.4095630646	left
0	11.728085041	right
0	15.2140700817	left
0	17.7829370499	right
0	18.716383934	left
0	19.6505510807	right
0	22.9536509514	left
0	24.2208690643	right
0	27.991328001	left
0	31.2105278969	left
0	33.645761013	right
0	36.782022953	right
0	38.5163319111	left
0	40.6185770035	right
0	45.6389789581	right
0	50.293806076	left
0	52.9952869415	right
0	62.4708509445	right
0	64.2383320332	left
0	65.6068189144	right
0	69.0594060421	right
0	70.9108150005	left
0	73.5795600414	left
0	75.9480879307	left
0	77.6662750244	left
0	78.5502610207	right
0	81.3700180054	right
0	86.7416210175	left
0	91.5449779034	right
0	97.1160180569	right
0	97.9840688705	left
0	100.302536011	right
0	102.771586895	left
0	104.172872066	left
0	105.056890965	right
0	106.541286945	right
0	107.975497007	right
0	114.381356955	right
0	115.965342999	left
0	118.484929085	left
0	119.902038097	right
1	1.8371348381	left
1	6.65841794014	right
1	8.04260706902	left
1	9.51109886169	right
1	10.9113099575	left
1	12.3957059383	left
1	13.1970398426	right
1	14.3315820694	left
1	15.2317750454	right
1	16.1499888897	left
1	17.3167090416	right
1	19.235877037	left
1	21.9873049259	right
1	23.9729690552	left
1	30.9956028461	left
1	33.0972728729	left
1	36.9670360088	right
1	40.1036038399	right
1	46.2584328651	right
1	53.3644640446	left
1	55.4324178696	right
1	56.700150013	left
1	57.6344430447	right
1	59.535946846	left
1	61.1875860691	right
1	63.2391178608	right
1	64.8236420155	right
1	67.0589058399	left
1	69.7120440006	right
1	70.7954440117	left
1	71.8297429085	right
1	72.6636459827	left
1	74.7988989353	left
1	75.6997718811	right
1	77.7517330647	right
1	79.1693508625	left
1	80.1368639469	right
1	80.9541699886	left
1	81.9885919094	right
1	83.0726230145	left
1	85.2409548759	right
1	88.7105529308	right
1	94.2486810684	left
1	98.1020948887	right
1	100.337952852	left
1	102.321953058	right
1	103.940701962	left
1	106.759427071	right
1	108.828068972	left
1	115.916643858	right
2	1.34532403946	right
2	4.3975110054	left
2	6.31583404541	right
2	8.71805000305	left
2	9.90188503265	right
2	11.0037679672	left
2	12.2873730659	right
2	14.906539917	left
2	16.2071919441	right
2	19.5270109177	right
2	21.2457969189	left
2	22.1462900639	right
2	23.446680069	right
2	24.3307158947	left
2	25.9654750824	right
2	27.2669370174	left
2	28.6513340473	right
2	29.9361400604	left
2	31.4044220448	right
2	32.1715390682	left
2	35.7906019688	left
2	41.4456820488	right
2	56.5588428974	left
2	59.4442930222	right
2	61.0125050545	left
2	62.5635380745	right
2	63.6480798721	left
2	64.9324729443	right
2	67.2007830143	left
2	68.9185509682	right
2	71.2038550377	left
2	77.3093490601	right
2	80.69511199	left
2	86.0670008659	right
2	88.2013418674	left
2	89.5700449944	right
2	91.3215489388	left
2	92.5550570488	right
2	93.3899030685	right
2	96.0580980778	left
2	97.2430028915	right
2	98.3939170837	left
2	101.812891006	right
2	106.234143019	left
2	111.154959917	right
2	113.006417036	left
2	114.407022953	right
2	115.975037098	right
2	116.992575884	left
