block	time	key
0	0.930714130402	right
0	3.75178813934	left
0	3.96868419647	left
0	9.52333807945	right
0	14.5767431259	left
0	23.3181500435	right
0	30.4404931068	left
0	41.8341770172	right
0	50.1740181446	left
0	59.7820820808	right
0	62.8184962273	left
0	67.6217591763	right
0	77.830737114	left
0	84.5200841427	right
0	89.9740080833	left
0	102.334431171	right
0	109.523721218	left
0	112.59397316	right
0	115.262349129	left
0	117.063728094	right
1	2.17181396484	left
1	9.56209993362	right
1	16.9845380783	left
1	24.9075551033	right
1	29.995454073	left
1	35.7337219715	right
1	42.5563299656	left
1	45.175442934	right
1	46.6758780479	left
1	48.2777209282	right
1	54.3834240437	left
1	58.0031011105	right
1	61.8721489906	left
1	66.8595860004	right
1	69.5951089859	left
1	83.8409819603	right
1	102.456411123	left
1	116.601630926	right
2	2.70882201195	right
2	12.9178349972	left
2	24.0104148388	right
2	35.8205399513	left
2	41.2914328575	right
2	45.6621189117	left
2	54.5701220036	right
2	58.0054528713	left
2	60.6078219414	right
2	66.0964310169	left
2	68.1139500141	right
2	76.405356884	left
2	79.7745280266	right
2	101.693156958	left
