block	time	key
0	2.63170599937	left
0	8.50355410576	right
0	13.9917640686	left
0	42.1641860008	right
0	85.3343820572	left
0	112.824815989	right
1	5.71461105347	right
1	13.839195013	left
1	23.346362114	right
1	29.7691431046	left
1	34.9559080601	right
1	60.1939320564	left
1	87.9672861099	right
1	89.9364590645	left
1	115.824162006	right
1	117.15903306	left
1	119.844191074	right
2	3.05639410019	left
2	8.57755303383	right
2	13.3975691795	left
2	16.0835540295	right
2	27.6930310726	left
2	32.4813020229	right
2	50.6133439541	left
2	54.4834980965	right
2	83.6402571201	left
2	89.8296351433	right
2	94.0495820045	left
2	117.118724108	right
