block	time	key
-1	2.80312395096	right
-1	9.35852599144	left
-1	20.9517300129	right
-1	28.1581819057	left
0	0.734626054764	right
0	5.6044819355	left
0	9.89217400551	right
0	16.113312006	left
0	22.9192218781	right
0	32.6107389927	left
0	37.1311109066	right
0	41.4348399639	left
0	44.5209009647	right
0	47.0566389561	left
0	48.5918700695	right
0	57.0150659084	left
0	61.0517580509	right
0	63.0198309422	left
0	68.4753959179	right
0	72.3612370491	left
0	74.0798099041	right
0	77.1315069199	left
0	80.3687059879	right
0	81.5520200729	left
0	83.5044770241	right
0	87.9419748783	left
0	92.1941900253	right
0	97.8659670353	left
0	105.422237873	right
0	107.107394934	left
0	110.460072041	right
0	115.831068039	left
0	117.566325903	right
0	118.984621048	left
