block	time	key
0	0.998380184174	left
0	6.55215215683	right
0	12.1404290199	left
0	15.7100660801	right
0	30.7061049938	left
0	52.9750990868	right
0	55.2774021626	left
0	58.4138281345	right
0	69.12256217	right
0	75.9954631329	right
0	92.6926701069	left
0	116.863045216	right
1	1.22759985924	right
1	23.963187933	left
1	42.0289418697	right
1	68.7686929703	left
1	80.1942429543	right
1	89.469452858	left
1	92.3384358883	right
1	97.7929520607	left
1	101.996459961	left
1	110.253596067	left
1	110.520808935	right
1	115.708000898	right
1	119.511609077	left
2	1.12058711052	left
2	7.97664499283	right
2	17.4173231125	left
2	26.8763508797	right
2	32.1464340687	left
2	39.5363678932	right
2	44.0403990746	right
2	54.9493989944	right
2	59.9712090492	right
2	62.6228508949	left
2	69.0284590721	right
2	69.4451339245	left
2	75.3675060272	right
2	83.9576489925	right
2	88.9788680077	right
2	92.5486550331	right
2	98.2200810909	right
2	104.208430052	left
2	108.144849062	left
2	111.94856596	right
2	113.566091061	right
2	119.971558094	left
