block	time	key
0	1.12455797195	right
0	12.1514298916	right
0	14.5042769909	left
0	21.0596649647	right
0	29.5664849281	right
0	37.8907220364	right
0	40.8435730934	left
0	47.033164978	right
0	51.1358189583	left
0	63.6634960175	right
0	67.6678469181	left
0	72.7558350563	right
0	79.91208601	right
0	84.4495379925	left
0	88.5690310001	right
0	94.0075380802	right
0	103.749962091	right
0	106.90277791	left
0	110.888876915	right
0	114.476345062	right
1	1.20710706711	right
1	6.11073303223	left
1	10.6648039818	right
1	19.27282691	right
1	21.8417379856	left
1	27.7639288902	right
1	32.3338909149	left
1	35.6369788647	right
1	49.8998429775	right
1	52.6855700016	left
1	58.2072820663	left
1	63.3615820408	right
1	70.4510629177	left
1	76.3234388828	right
1	79.3265728951	left
1	84.697578907	left
1	91.1530950069	left
1	100.745087862	left
1	107.434198856	left
1	112.722055912	right
1	118.411448956	left
2	7.74822306633	left
2	13.7871639729	right
2	17.1733050346	left
2	25.5302729607	right
2	33.2039690018	left
2	42.9966020584	left
2	53.6885910034	right
2	56.0239801407	left
2	60.1782650948	right
2	65.5832989216	right
2	68.0517101288	left
2	79.4784579277	right
2	84.8332049847	left
2	90.7382180691	right
2	96.1100871563	right
2	102.716149092	left
2	104.650361061	right
2	107.286586046	left
2	110.889896154	left
2	113.624866962	right
2	118.629837036	right
