block	time	key
0	33.5930929184	right
0	53.7764680386	left
0	62.6505188942	left
0	73.8937759399	left
0	79.0814900398	left
0	93.3762989044	left
0	107.454684973	left
0	114.860906839	right
1	2.6534781456	right
1	15.848911047	right
1	17.9835040569	left
1	27.1749792099	right
1	31.8284440041	left
1	49.3774859905	right
1	79.6861271858	right
1	81.170124054	left
1	83.7398071289	right
1	85.6072890759	left
1	94.715734005	right
1	114.382243156	left
1	115.283014059	right
1	119.819408178	right
2	4.62473607063	right
2	17.4520969391	left
2	18.9193971157	right
2	23.1407489777	left
2	24.6251149178	right
2	25.3589661121	left
2	26.0594930649	right
2	39.8876929283	left
2	48.3443160057	right
2	72.5823640823	left
2	73.2494258881	left
2	74.1668200493	right
2	84.7919740677	left
2	89.3300700188	right
2	97.5362620354	left
2	102.690973043	left
2	113.533653975	left
2	114.834809065	right
