block	time	key
0	1.29930686951	right
0	4.31854391098	left
0	6.8541059494	right
0	9.29039096832	left
0	10.9415729046	right
0	12.6931109428	left
0	14.7616488934	right
0	15.8451938629	left
0	17.4138658047	right
0	20.032145977	left
0	24.068887949	right
0	26.8879988194	left
0	28.7403099537	right
0	30.3415498734	left
0	32.3093378544	right
0	36.1291508675	left
0	38.5644919872	right
0	41.7677659988	left
0	44.0523929596	right
0	45.0700478554	left
0	46.1039669514	right
0	47.1052899361	left
0	48.0065689087	right
0	49.690997839	left
0	51.4921178818	right
0	53.4447388649	left
0	55.1126339436	right
0	59.5332679749	left
0	63.569852829	right
0	67.573641777	left
0	71.5597178936	right
0	73.778801918	left
0	76.3129248619	right
0	78.0979909897	left
0	80.0500397682	right
0	82.285725832	left
0	84.6202688217	right
0	88.0909059048	left
0	90.8593089581	right
0	95.6968779564	left
0	99.91711092	right
0	104.303842783	left
0	108.240603924	right
0	112.394264936	left
0	115.563798904	right
0	118.148929834	left
1	2.02654910088	left
1	5.24588894844	right
1	9.16583991051	left
1	12.8022060394	right
1	16.5719759464	left
1	20.7421848774	right
1	22.8273589611	left
1	24.6121599674	right
1	26.5307168961	left
1	28.2481129169	right
1	30.1501750946	left
1	32.2679159641	right
1	33.9029049873	left
1	35.7718789577	right
1	37.5065689087	left
1	39.2082669735	right
1	41.0261390209	left
1	43.3782529831	right
1	45.2292618752	left
1	47.4983360767	right
1	49.4333779812	left
1	53.970015049	right
1	57.5067019463	left
1	61.2102820873	right
1	63.9957690239	left
1	69.6838049889	right
1	72.9865159988	right
1	75.2391560078	left
1	81.9775469303	right
1	88.1992280483	left
1	90.7856090069	right
1	93.4871120453	left
1	95.8390259743	right
1	98.8757810593	left
1	103.612639904	left
1	103.930066109	right
1	107.515784979	left
1	108.633411884	right
1	109.635185003	left
1	111.136194944	right
1	113.170581102	left
1	115.339178085	right
1	116.907720089	left
1	118.742006063	right
2	1.3666009903	right
2	5.30279278755	right
2	8.28958678246	right
2	9.57386898994	left
2	11.2413868904	right
2	12.7095899582	left
2	14.2277979851	right
2	16.1955149174	left
2	19.2323288918	right
2	21.617194891	left
2	27.5056319237	right
2	32.5761139393	left
2	35.6629478931	left
2	38.2149398327	right
2	42.6847698689	left
2	44.4369628429	right
2	48.9233818054	left
2	51.7426068783	right
2	55.7132508755	left
2	63.4022638798	right
2	68.3564269543	left
2	72.4767239094	right
2	75.9300529957	left
2	82.2687628269	right
2	87.7563889027	left
2	93.5281558037	right
2	96.2138278484	right
2	99.3830189705	left
2	103.620596886	right
2	114.362851858	right
2	117.098205805	left
