block	time	key
0	4.48517107964	left
0	30.4418458939	left
0	46.4052290916	left
0	87.008343935	left
0	100.419996977	left
0	110.796448946	left
0	112.647827864	right
0	114.682864904	right
1	4.29877710342	left
1	11.9392809868	right
1	20.5462670326	right
1	37.5946769714	right
1	38.7626059055	left
1	44.4509849548	left
1	45.8029329777	right
1	57.313090086	left
1	62.0502660275	right
1	66.5545630455	right
1	70.9248900414	left
1	75.1446919441	right
1	82.4017159939	right
1	88.7905619144	right
1	94.8629090786	left
1	105.771816015	left
1	112.611207008	left
2	6.00162792206	right
2	15.8602499962	left
2	19.097370863	right
2	33.8094539642	right
2	41.9501929283	left
2	52.6762778759	left
2	57.5140669346	left
2	64.1864128113	left
2	78.6825449467	left
2	85.8226418495	left
2	95.7643148899	left
2	102.003320932	left
2	110.46091485	left
2	117.016336918	left
