block	time	key
0	13.5188701153	right
0	22.3262021542	left
0	28.6645600796	right
0	36.5386400223	left
0	46.5629701614	right
0	55.3707261086	left
0	67.8305649757	right
0	74.4030849934	right
0	78.3892040253	left
0	90.7165141106	right
0	100.174625158	left
0	114.953562021	left
1	2.58329486847	left
1	18.5628650188	left
1	44.2343389988	right
1	75.2772989273	left
1	92.0414738655	right
2	13.4789581299	right
2	38.1658041477	left
2	65.3718969822	right
2	83.4864799976	left
2	85.3046560287	left
2	117.131724119	right
