block	time	key
0	1.89568781853	right
0	8.08409976959	left
0	12.5705637932	right
0	18.1587979794	left
0	23.5299189091	right
0	26.7165129185	left
0	33.3053748608	right
0	41.9964478016	left
0	51.8537528515	right
0	66.4330627918	left
0	83.4138548374	right
0	102.647319794	left
0	117.276563883	right
1	1.08298397064	right
1	10.3071448803	left
1	20.28332901	right
1	35.379101038	left
1	53.0270688534	right
1	64.6707479954	right
1	81.5343258381	left
1	92.4266328812	right
1	103.570049047	left
1	115.246536016	right
2	1.13304209709	right
2	13.5770940781	left
2	22.3844559193	right
2	36.8804569244	left
2	49.8909709454	right
2	59.2822439671	left
2	63.3525400162	right
2	68.9735119343	left
2	74.1116521358	right
2	78.9485549927	left
2	86.4062449932	right
2	93.8286509514	left
2	99.5494921207	right
2	109.191196918	left
