block	time	key
-1	2.91697216034	left
-1	5.00156402588	right
-1	11.5569219589	right
-1	12.3409991264	right
-1	14.6770629883	left
-1	22.4332079887	right
-1	26.4532771111	right
0	4.78581380844	right
0	10.4397599697	left
0	12.0409059525	right
0	19.0467739105	right
0	25.4529578686	right
0	27.3538308144	left
0	34.5771048069	left
0	42.4006049633	left
0	49.4400978088	right
0	52.1420829296	left
0	62.4666290283	right
0	63.4343969822	left
0	69.8403849602	left
0	71.3079268932	right
0	83.4513578415	left
0	94.6275758743	right
0	104.553144932	right
0	112.00918889	right
