block	time	key
0	2.07387208939	right
0	4.47513604164	left
0	16.7532830238	right
0	18.270840168	left
0	20.5220170021	right
0	22.6239051819	left
0	24.5922970772	right
0	25.6602671146	left
0	33.1000320911	right
0	33.8998711109	left
0	35.4845399857	right
0	37.4373691082	left
0	40.272701025	right
0	41.7066800594	left
0	42.9414019585	right
0	45.2438411713	left
0	49.3139970303	left
0	52.2154991627	right
0	54.584633112	left
0	57.1201820374	right
0	65.9112980366	left
0	72.7496030331	right
0	77.9206421375	left
0	84.1925261021	right
0	90.681481123	left
0	95.202682972	right
0	101.158079147	left
0	106.712378979	right
1	0.992089986801	right
1	14.7034847736	left
1	20.8432137966	right
1	34.0701777935	left
1	50.7007279396	right
1	58.2077569962	left
1	72.5192627907	right
1	96.4567518234	left
1	105.530689001	right
1	113.38811183	left
2	1.92423582077	right
2	14.2349288464	left
2	22.4756548405	right
2	28.7976469994	left
2	32.2344038486	right
2	36.9540779591	left
2	41.5920228958	right
2	47.9302959442	left
2	50.5324089527	right
2	67.4300189018	left
2	73.1354417801	right
2	90.9341659546	left
2	96.6051468849	right
2	104.294319868	left
2	106.963472843	right
2	117.072605848	left
