block	time	key
0	0.710108995438	left
0	3.62948703766	right
0	6.39849901199	left
0	8.68464708328	right
0	11.7874081135	left
0	15.9236409664	right
0	18.4593939781	left
0	20.4778289795	right
0	22.1295421124	left
0	23.8307189941	right
0	25.6655778885	left
0	27.7173190117	right
0	29.9026670456	left
0	35.7915139198	right
0	38.8439230919	left
0	41.613492012	right
0	44.1661779881	left
0	48.4189970493	right
0	50.4713709354	left
0	51.8885960579	right
0	54.9578809738	left
0	57.1600620747	left
0	57.2765939236	right
0	58.4617679119	right
0	61.1808979511	left
0	64.0332250595	left
0	65.3341469765	right
0	66.8022999763	left
0	68.2871360779	right
0	69.9716639519	left
0	72.1064190865	right
0	73.7581470013	left
0	75.359390974	right
0	77.945980072	left
0	80.1310179234	right
0	82.4334990978	left
0	84.0669898987	right
0	86.1688730717	left
0	88.4881420135	right
0	91.8914690018	left
0	93.4925088882	right
0	95.9784181118	left
0	98.0802600384	right
0	102.283806086	left
0	104.535237074	right
0	106.287209034	left
0	108.606071949	right
0	110.273742914	left
0	112.292051077	right
0	113.643244028	left
0	115.462099075	right
0	117.531105042	left
0	119.765193939	right
1	0.939337015152	left
1	3.20880699158	right
1	6.0610101223	left
1	7.5785651207	right
1	9.2473449707	left
1	10.61551404	right
1	12.1834671497	left
1	14.7851779461	right
1	17.8212239742	left
1	19.6899650097	right
1	21.7079479694	left
1	23.710613966	right
1	25.9283869267	left
1	29.4312770367	right
1	32.0343899727	right
1	40.2918241024	left
1	44.8453879356	right
1	46.3470680714	left
1	51.4177420139	right
1	58.2906589508	left
1	59.8420510292	right
1	61.1266620159	left
1	65.6135809422	right
1	66.6147711277	right
1	73.8715009689	left
1	80.4770150185	right
1	85.7651040554	left
1	88.1172029972	right
1	89.9356639385	left
1	92.4871411324	right
1	94.088465929	left
1	95.9399249554	right
1	97.9927511215	left
1	100.844177008	right
1	102.712682009	left
1	109.402509928	right
1	114.522934914	left
1	116.975321054	right
1	118.176994085	left
1	119.794481039	right
2	0.951104879379	right
2	10.1589789391	left
2	14.1298799515	right
2	16.0647280216	left
2	18.3834710121	right
2	23.4382748604	left
2	30.9106318951	right
2	32.2791428566	left
2	37.7500708103	right
2	49.7946939468	left
2	62.3886458874	right
2	69.9118468761	left
2	79.4209549427	right
2	87.9448368549	left
2	97.8033559322	right
2	98.1538689137	right
2	109.514249802	left
