block	time	key
0	1.46761608124	right
0	5.55463695526	left
0	9.67481207848	right
0	10.7755160332	left
0	13.5117650032	right
0	14.6452960968	left
0	18.9826190472	left
0	20.0007140636	right
0	21.7861049175	left
0	27.4072470665	right
0	34.4802451134	left
0	40.4857978821	right
0	42.287471056	left
0	45.3397040367	right
0	50.7284588814	left
0	52.4454989433	right
0	53.2972838879	left
0	54.2643868923	right
0	58.0844979286	left
0	62.8383309841	right
0	65.4248490334	left
0	69.4104220867	right
0	77.8022398949	left
0	86.9104590416	right
0	97.8526740074	left
0	104.875919104	right
0	106.911211967	left
0	108.578649044	right
0	118.271584988	left
