block	time	key
0	1.49414587021	left
0	4.63084793091	right
0	9.36832499504	left
0	16.3909189701	right
0	23.880879879	left
0	29.0844459534	right
0	35.8243248463	left
0	53.1724469662	right
0	62.1130387783	left
0	76.3591787815	right
0	79.4287059307	left
0	85.434221983	right
0	96.4768929482	left
0	108.552945852	right
0	112.256172895	left
0	119.512985945	right
1	1.15568304062	left
1	7.1777510643	right
1	12.782143116	left
1	16.3687479496	right
1	24.8593239784	left
1	30.7647070885	right
1	35.5186481476	left
1	44.025660038	right
1	52.6173861027	right
1	57.6709589958	left
1	68.7477221489	right
1	75.8868739605	left
1	91.0836451054	right
1	98.4904921055	left
1	107.647900105	right
1	113.853095055	left
2	1.47710895538	right
2	8.46594882011	left
2	15.0225658417	right
2	27.032212019	left
2	40.7942998409	right
2	50.1029689312	left
2	55.1900308132	right
2	57.1588828564	left
2	63.7646238804	right
2	72.8551599979	left
2	85.6332349777	right
2	94.1236000061	left
2	101.880569935	right
2	117.810897827	left
