block	time	key
0	1.00141787529	right
0	6.22188901901	left
0	12.2111709118	right
0	21.5189318657	left
0	31.5607719421	right
0	55.6811590195	left
0	56.5660219193	right
0	57.9162819386	left
0	65.6904509068	right
0	78.4010848999	left
1	1.83227396011	left
1	3.68497896194	right
1	6.10321712494	left
1	27.5880401134	right
1	61.3332009315	left
1	81.5181190968	right
1	88.7743599415	right
1	105.521801949	left
1	111.92749095	right
2	1.06127691269	right
2	7.58383488655	left
2	21.3288099766	right
2	51.721159935	left
2	66.5348968506	right
2	88.0691158772	left
2	98.7292938232	right
2	114.475383043	right
