block	time	key
-1	5.2144639492	left
-1	6.0819439888	right
-1	9.03570199013	right
-1	9.86952900887	left
-1	11.5035059452	left
-1	17.4259090424	right
-1	21.7958841324	left
-1	22.9801399708	right
-1	24.0473229885	left
-1	25.1318671703	right
-1	26.5333211422	right
0	0.760171890259	right
0	4.01345491409	left
0	8.56657099724	right
0	12.3534619808	right
0	13.1042568684	left
0	17.8421890736	right
0	27.0655210018	left
0	32.7038490772	right
0	40.3277790546	left
0	45.0979828835	right
0	46.5834739208	left
0	50.2190849781	left
0	54.8725669384	right
0	63.0127930641	left
0	70.7704479694	left
0	72.2041530609	right
0	73.1050019264	left
0	75.2065908909	right
0	77.908616066	left
0	80.4278929234	left
0	84.7322900295	right
0	90.6200079918	left
0	94.9732649326	right
0	98.2259309292	left
0	103.998291969	right
0	110.970672846	left
0	116.107935905	right
