block	time	key
0	2.05323410034	right
0	24.3225240707	right
0	31.3453950882	left
0	33.9476680756	left
0	118.869560957	right
1	1.60314512253	left
1	9.69249010086	left
1	12.2623660564	right
1	14.0134010315	left
1	15.7985010147	right
1	17.3837580681	left
1	19.8512001038	right
1	21.5368170738	left
1	23.1540381908	right
1	24.6726751328	left
1	27.7580301762	right
1	32.6966769695	left
1	37.3998019695	left
1	39.6686520576	left
1	42.153922081	left
1	98.5524191856	right
1	102.205382109	right
2	1.56342196465	right
2	18.1432361603	right
2	25.4661619663	right
2	30.3871381283	left
2	35.6747739315	right
2	46.8020131588	left
2	54.1244101524	left
2	78.6952910423	left
2	80.9634759426	right
2	86.1015570164	left
2	103.16552496	right
2	111.50586915	left
2	118.761942148	right
