block	time	key
0	5.10175204277	left
0	22.0836770535	right
0	32.7597842216	right
0	44.0037021637	left
0	63.5038831234	left
0	71.661367178	left
0	76.9832971096	right
0	94.1474580765	left
1	4.15228700638	left
1	16.095979929	right
1	24.5536460876	left
1	49.8252880573	left
1	66.6404750347	left
1	88.3936419487	right
1	94.2983660698	left
1	109.19504714	right
2	1.54801416397	right
2	9.98996520042	left
2	25.202933073	right
2	57.4314680099	left
2	60.2347640991	right
2	67.3733561039	left
2	77.0985691547	right
2	88.0259170532	left
2	94.6979022026	right
2	111.930395126	left
