block	time	key
0	2.01429605484	left
0	3.23264598846	left
0	4.80049800873	left
0	6.83588790894	left
0	8.9869530201	right
0	10.6725509167	right
0	12.6073660851	right
0	13.6252748966	left
0	14.9267389774	left
0	17.0945379734	left
0	17.1442210674	right
0	18.8131089211	left
0	20.8982439041	left
0	21.9652481079	right
0	22.982544899	left
0	24.2178258896	right
0	25.6859910488	right
0	27.0028870106	right
0	27.7541489601	right
0	28.6711339951	right
0	36.7255370617	right
0	37.4600360394	right
0	38.2440669537	left
0	40.0296089649	left
0	41.9471700191	left
0	43.5492119789	right
0	44.716573	right
0	47.9866909981	right
0	50.3386030197	left
0	52.4897270203	left
0	53.9742500782	left
0	56.4774739742	left
0	57.7288839817	right
0	59.1458699703	left
0	60.9640350342	left
0	62.9663391113	left
0	65.3352849483	right
0	66.685890913	right
0	68.3542160988	right
0	71.6577279568	left
0	73.4755239487	left
0	74.9270529747	left
0	76.5613338947	left
0	78.1467881203	left
0	79.7314710617	left
0	81.749874115	left
0	83.1346139908	right
0	84.6019339561	right
0	86.4041810036	right
0	87.5551149845	right
0	89.6569330692	right
0	95.4283289909	left
0	97.347258091	left
0	99.315789938	left
0	100.86639595	left
0	102.701492071	left
0	104.920188904	left
0	107.505671978	left
0	109.207329988	right
0	117.715217113	left
0	118.782535076	left
0	119.950462103	left
1	2.11802196503	left
1	4.47081494331	left
1	6.3894329071	left
1	8.2736530304	right
1	9.75857996941	right
1	12.4274020195	right
1	14.3128530979	right
1	15.9304261208	right
1	18.3490769863	right
1	21.7030870914	right
1	23.4371459484	right
1	24.6382980347	right
1	25.8560600281	right
1	27.1412639618	right
1	28.5583050251	right
1	30.2762289047	right
1	32.1618521214	right
1	33.246407032	left
1	34.5810480118	left
1	35.6817770004	left
1	37.2660369873	left
1	38.8684201241	left
1	40.9196391106	right
1	41.8545091152	right
1	42.8881759644	right
1	44.2060239315	right
1	45.7241110802	right
1	47.5254499912	right
1	48.4431660175	right
1	49.611274004	right
1	50.8449261189	right
1	51.8467769623	right
1	53.0135779381	right
1	53.9811770916	left
1	55.3321630955	left
1	56.6166329384	left
1	57.885381937	right
1	60.0533070564	left
1	61.3545210361	left
1	61.7046949863	right
1	62.5059900284	right
1	63.8232629299	right
1	64.5404429436	right
1	66.7758939266	right
1	68.8445019722	right
1	70.9962899685	right
1	72.7820439339	right
1	74.4992780685	right
1	76.0518140793	right
1	77.5526030064	right
1	79.6712241173	right
1	81.1728971004	right
1	82.073499918	left
1	83.3582949638	left
1	85.2588229179	left
1	88.8794670105	left
1	90.5132880211	left
1	92.2485461235	left
1	92.3161890507	right
1	93.3668310642	left
1	95.3853180408	left
1	97.5039870739	left
1	99.4215779305	left
1	99.7558269501	right
1	101.107331991	right
1	102.925370932	right
1	104.743148088	right
1	105.527626991	right
1	106.879490137	right
1	109.197037935	right
1	110.965146065	right
1	112.766915083	right
1	114.485300064	right
1	116.571002007	right
1	117.871393919	right
1	119.75679493	right
2	1.4849960804	right
2	3.35374999046	right
2	5.48868513107	right
2	6.95722913742	right
2	8.25781011581	right
2	9.76001000404	right
2	11.6115601063	right
2	13.2123250961	right
2	14.9471421242	right
2	17.0331580639	right
2	18.4500510693	right
2	19.6517441273	left
2	20.8195381165	left
2	22.2871141434	left
2	23.8892440796	left
2	25.9076991081	left
2	27.658768177	left
2	29.3767960072	right
2	31.2784261703	right
2	33.0132951736	right
2	34.3149631023	right
2	35.498775959	right
2	35.7662329674	left
2	36.8837521076	left
2	38.5354549885	left
2	39.5859341621	left
2	40.7368810177	left
2	42.1380310059	right
2	43.5231599808	right
2	45.158424139	left
2	46.5765349865	left
2	48.0937271118	left
2	49.1108269691	left
2	50.5295140743	left
2	52.0478100777	left
2	53.3154220581	left
2	54.5828790665	left
2	56.23458004	right
2	58.1523940563	right
2	59.5707881451	right
2	61.7897770405	right
2	64.591230154	right
2	65.4089159966	right
2	66.7776510715	right
2	67.9780271053	right
2	69.3799111843	right
2	71.4816379547	right
2	72.8322541714	right
2	74.5005850792	right
2	76.2684459686	right
2	77.6697890759	right
2	79.0708851814	right
2	80.5567960739	right
2	82.1073050499	right
2	83.7420191765	right
2	85.4102380276	right
2	87.0784649849	right
2	88.963135004	right
2	91.4495949745	left
2	92.7504680157	left
2	94.4186160564	left
2	95.8367140293	left
2	97.5385329723	left
2	99.0557601452	left
2	100.490664005	left
2	102.242150068	left
2	103.676400185	left
2	105.945839167	left
2	107.697179079	right
2	109.348400116	right
2	112.167412043	left
2	113.202326059	left
2	114.719280005	left
2	115.921267033	left
2	117.689697981	left
